seqnames	i	seqid	accession	matchnums_seqids_to_bigdf	Entry	Entry Name	Gene Names	Protein names	Organism	Organism (ID)	Reviewed	RefSeq	CDD	Pfam	Gene encoded by	Length	Mass	matchnums_seqids_to_bigdf	Entry	PDBsum	matchnums_seqids_to_bigdf	Entry	PDB	matchnums_seqids_to_bigdf	Entry	AlphaFoldDB	counts_identical_proteins	seqids_wGenBank_codes_txt	seqids_wGenBank_codes_counts
QOY86330_Acidobacteria_Paludibaculum_fermentans	333	QOY86330	A0A7S7NMH7	248	A0A7S7NMH7	A0A7S7NMH7_9BACT	motA IRI77_26450	Flagellar motor stator protein MotA	Paludibaculum fermentans	1473598	unreviewed			PF01618;PF20560;		288	30445	248	A0A7S7NMH7	A0A7S7NMH7	248	A0A7S7NMH7	A0A7S7NMH7	248	A0A7S7NMH7	A0A7S7NMH7;	2	WP_194447999.1	1
QOY87643_Acidobacteria_Paludibaculum_fermentans	334	QOY87643	A0A7S7NQ18	249	A0A7S7NQ18	A0A7S7NQ18_9BACT	IRI77_33640	MotA/TolQ/ExbB proton channel family protein	Paludibaculum fermentans	1473598	unreviewed			PF01618;		225	24074	249	A0A7S7NQ18	A0A7S7NQ18	249	A0A7S7NQ18	A0A7S7NQ18	249	A0A7S7NQ18	A0A7S7NQ18;	2	WP_194449310.1	1
QOY88067_Acidobacteria_Paludibaculum_fermentans	335	QOY88067	A0A7S7NQR2	250	A0A7S7NQR2	A0A7S7NQR2_9BACT	IRI77_35920	MotA/TolQ/ExbB proton channel family protein	Paludibaculum fermentans	1473598	unreviewed			PF01618;		243	26510	250	A0A7S7NQR2	A0A7S7NQR2	250	A0A7S7NQR2	A0A7S7NQR2	250	A0A7S7NQR2	A0A7S7NQR2;	3	WP_194449730.1	1
QOY88835_Acidobacteria_Paludibaculum_fermentans	336	QOY88835	A0A7S7NS52	251	A0A7S7NS52	A0A7S7NS52_9BACT	motA IRI77_02425	Flagellar motor stator protein MotA	Paludibaculum fermentans	1473598	unreviewed			PF01618;PF20560;		285	30160	251	A0A7S7NS52	A0A7S7NS52	251	A0A7S7NS52	A0A7S7NS52	251	A0A7S7NS52	A0A7S7NS52;	2	WP_194450498.1	1
QOY88866_Acidobacteria_Paludibaculum_fermentans	337	QOY88866	A0A7S7SLV6	252	A0A7S7SLV6	A0A7S7SLV6_9BACT	IRI77_02580	Flagellar motor protein	Paludibaculum fermentans	1473598	unreviewed			PF01618;PF20560;		291	31538	252	A0A7S7SLV6	A0A7S7SLV6	252	A0A7S7SLV6	A0A7S7SLV6	252	A0A7S7SLV6	A0A7S7SLV6;	2	WP_194450529.1	1
QQS88170_Fusobacteria_Fusobacterium_canifelinum	338	QQS88170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	WP_147367477.1	1
QQS88496_Fusobacteria_Fusobacterium_canifelinum	339	QQS88496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	WP_198481320.1	1
QSR83870_Verrucomicrobia_Methylacidimicrobium_sp.	340	QSR83870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	WP_206863028.1	1
QSR84174_Verrucomicrobia_Methylacidimicrobium_sp.	341	QSR84174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	WP_206863339.1	1
QSR84237_Verrucomicrobia_Methylacidimicrobium_sp.	342	QSR84237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	WP_206863402.1	1
QSR84464_Verrucomicrobia_Methylacidimicrobium_sp.	343	QSR84464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	WP_206863626.1	1
QSR84626_Verrucomicrobia_Methylacidimicrobium_sp.	344	QSR84626	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	WP_206863785.1	1
QSR85862_Verrucomicrobia_Methylacidimicrobium_sp.	345	QSR85862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1		0
QTD50766_Acidobacteria_Sulfidibacter_corallicola	346	QTD50766	A0A8A4TLD2	258	A0A8A4TLD2	A0A8A4TLD2_SULCO	J3U87_34715	MotA/TolQ/ExbB proton channel family protein	Sulfidibacter corallicola	2818388	unreviewed			PF01618;		205	23024	258	A0A8A4TLD2	A0A8A4TLD2	258	A0A8A4TLD2	A0A8A4TLD2	258	A0A8A4TLD2	A0A8A4TLD2	2	WP_237380747.1	1
QTD52661_Acidobacteria_Sulfidibacter_corallicola	347	QTD52661	A0A8A4TU86	259	A0A8A4TU86	A0A8A4TU86_SULCO	J3U87_09315	MotA/TolQ/ExbB proton channel family protein	Sulfidibacter corallicola	2818388	unreviewed			PF01618;		223	24584	259	A0A8A4TU86	A0A8A4TU86	259	A0A8A4TU86	A0A8A4TU86	259	A0A8A4TU86	A0A8A4TU86	2	WP_237382765.1	1
QTD53280_Acidobacteria_Sulfidibacter_corallicola	348	QTD53280	A0A8A4TUT8	260	A0A8A4TUT8	A0A8A4TUT8_SULCO	J3U87_12565	MotA/TolQ/ExbB proton channel family protein	Sulfidibacter corallicola	2818388	unreviewed			PF01618;		206	22487	260	A0A8A4TUT8	A0A8A4TUT8	260	A0A8A4TUT8	A0A8A4TUT8	260	A0A8A4TUT8	A0A8A4TUT8	2	WP_237383382.1	1
QTD53836_Acidobacteria_Sulfidibacter_corallicola	349	QTD53836	A0A8A4TV53	261	A0A8A4TV53	A0A8A4TV53_SULCO	J3U87_15410	MotA/TolQ/ExbB proton channel family protein	Sulfidibacter corallicola	2818388	unreviewed			PF01618;		254	26788	261	A0A8A4TV53	A0A8A4TV53	261	A0A8A4TV53	A0A8A4TV53	261	A0A8A4TV53	A0A8A4TV53	2	WP_237383937.1	1
QUV79767_Acidobacteria_Chloracidobacterium_thermophilum	350	QUV79767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2		0
QVL32579_Planctomycetota_Telmatocola_sphagniphila	351	QVL32579	A0A8E6B6X5	262	A0A8E6B6X5	A0A8E6B6X5_9BACT	KIH39_01280	MotA/TolQ/ExbB proton channel family protein	Telmatocola sphagniphila	1123043	unreviewed			PF01618;		271	29178	262	A0A8E6B6X5	A0A8E6B6X5	262	A0A8E6B6X5	A0A8E6B6X5	262	A0A8E6B6X5	A0A8E6B6X5	2	WP_213497471.1	1
QVL32859_Planctomycetota_Telmatocola_sphagniphila	352	QVL32859	A0A8E6B7U2	263	A0A8E6B7U2	A0A8E6B7U2_9BACT	KIH39_02760	MotA/TolQ/ExbB proton channel family protein	Telmatocola sphagniphila	1123043	unreviewed			PF01618;		220	24300	263	A0A8E6B7U2	A0A8E6B7U2	263	A0A8E6B7U2	A0A8E6B7U2	263	A0A8E6B7U2	A0A8E6B7U2	2	WP_213497749.1	1
QXB09426_Pseudomonadota_Klebsiella_aerogenes	353	QXB09426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1407	WP_015369670.1	1
QXB11428_Pseudomonadota_Klebsiella_aerogenes	354	QXB11428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1262	WP_015704769.1	1
QXB11670_Pseudomonadota_Klebsiella_aerogenes	355	QXB11670	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	861	WP_015704927.1	1
QZZ19520_Cyanobacteriota_Leptothermofonsia_sichuanensis	356	QZZ19520	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	WP_223046801.1	1
QZZ21680_Cyanobacteriota_Leptothermofonsia_sichuanensis	357	QZZ21680	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1		0
QZZ22141_Cyanobacteriota_Leptothermofonsia_sichuanensis	358	QZZ22141	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	WP_223049360.1	1
QZZ23337_Cyanobacteriota_Leptothermofonsia_sichuanensis	359	QZZ23337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1		0
SEH78546_Verrucomicrobia_Akkermansia_glycaniphila	360	SEH78546	A0A1C7PAZ2	188	A0A1C7PAZ2	A0A1C7PAZ2_9BACT	PYTT_0727	Mota/tolq/exbb proton channel family	Akkermansia glycaniphila	1679444	unreviewed	WP_067776811.1;		PF01618;		205	22537	188	A0A1C7PAZ2	A0A1C7PAZ2	188	A0A1C7PAZ2	A0A1C7PAZ2	188	A0A1C7PAZ2	A0A1C7PAZ2;	3	WP_067776811.1	1
SEH93354_Verrucomicrobia_Akkermansia_glycaniphila	361	SEH93354	A0A1H6LX12	190	A0A1H6LX12	A0A1H6LX12_9BACT	PYTT_1834	Mota/tolq/exbb proton channel family	Akkermansia glycaniphila	1679444	unreviewed			PF01618;		273	29600	190	A0A1H6LX12	A0A1H6LX12	190	A0A1H6LX12	A0A1H6LX12	190	A0A1H6LX12	A0A1H6LX12;	1		0
SEH96646_Verrucomicrobia_Akkermansia_glycaniphila	362	SEH96646	A0A1C7PCH3	189	A0A1C7PCH3	A0A1C7PCH3_9BACT	PYTT_2151	Mota/tolq/exbb proton channel family	Akkermansia glycaniphila	1679444	unreviewed	WP_067775149.1;		PF01618;		213	23588	189	A0A1C7PCH3	A0A1C7PCH3	189	A0A1C7PCH3	A0A1C7PCH3	189	A0A1C7PCH3	A0A1C7PCH3;	4	WP_067775149.1	1
SEI00245_Verrucomicrobia_Akkermansia_glycaniphila	363	SEI00245	A0A1H6MFB9	191	A0A1H6MFB9	A0A1H6MFB9_9BACT	PYTT_2467	Mota/tolq/exbb proton channel family	Akkermansia glycaniphila	1679444	unreviewed	WP_067777488.1;		PF01618;		252	27864	191	A0A1H6MFB9	A0A1H6MFB9	191	A0A1H6MFB9	A0A1H6MFB9	191	A0A1H6MFB9	A0A1H6MFB9;	3	WP_067777488.1	1
SLM46359_Nitrospirae_Nitrospira_japonica	364	SLM46359	A0A1W1I0E3	192	A0A1W1I0E3	A0A1W1I0E3_9BACT	tolQ NSJP_0187	Protein TolQ	Nitrospira japonica	1325564	unreviewed			PF01618;		232	24499	192	A0A1W1I0E3	A0A1W1I0E3	192	A0A1W1I0E3	A0A1W1I0E3	192	A0A1W1I0E3	A0A1W1I0E3;	2	WP_080885060.1	1
SNW07143_Pseudomonadota_Eikenella_corrodens	365	SNW07143	A0A1A9RP70	170	A0A1A9RP70	A0A1A9RP70_EIKCO	tolQ A7P90_03165 SAMEA4412678_00439	Biopolymer transport protein ExbB	Eikenella corrodens	539	unreviewed	WP_003822397.1;		PF01618;		218	23681	170	A0A1A9RP70	A0A1A9RP70	170	A0A1A9RP70	A0A1A9RP70	170	A0A1A9RP70	A0A1A9RP70;	11	WP_003822397.1	1
UAK41330_Bacteroidota_Bacteroides_nordii	366	UAK41330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	WP_002562590.1	1
UAK41566_Bacteroidota_Bacteroides_nordii	367	UAK41566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	WP_002562772.1	1
UAK42981_Bacteroidota_Bacteroides_nordii	368	UAK42981	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	WP_002559458.1	1
UBQ04634_Pseudomonadota_Tepidimonas_taiwanensis	369	UBQ04634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	WP_043698505.1	1
UBQ05764_Pseudomonadota_Tepidimonas_taiwanensis	370	UBQ05764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	WP_043699724.1	1
UBQ05954_Pseudomonadota_Tepidimonas_taiwanensis	371	UBQ05954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	WP_143897473.1	1
UBQ06174_Pseudomonadota_Tepidimonas_taiwanensis	372	UBQ06174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	WP_043699845.1	1
UBQ06690_Pseudomonadota_Tepidimonas_taiwanensis	373	UBQ06690	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	WP_082668234.1	1
UNU17462_Cyanobacteria_Microcoleus_vaginatus	374	UNU17462	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2		0
UNU18280_Cyanobacteria_Microcoleus_vaginatus	375	UNU18280	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2		0
UOY13875_Spirochaetes_Treponema_pallidum	376	UOY13875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	534	WP_010882170.1	1
UPH48256_Bacillota_Listeria_innocua	377	UPH48256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1432	WP_003760939.1	1
USF23676_Deferribacteres_Mucispirillum_schaedleri	378	USF23676	V2RN88	296	V2RN88	V2RN88_9BACT	pomA N508_000742	Chemotaxis protein PomA	Mucispirillum schaedleri ASF457	1379858	unreviewed	WP_023275049.1;		PF01618;		254	27601	296	V2RN88	V2RN88	296	V2RN88	V2RN88	296	V2RN88	V2RN88;	4	WP_023275049.1	1
USF25003_Deferribacteres_Mucispirillum_schaedleri	379	USF25003	V2QDP7	295	V2QDP7	V2QDP7_9BACT	exbB N508_002098	Biopolymer transport protein ExbB	Mucispirillum schaedleri ASF457	1379858	unreviewed	WP_023276642.1;		PF01618;		202	21879	295	V2QDP7	V2QDP7	295	V2QDP7	V2QDP7	295	V2QDP7	V2QDP7;	4	WP_023276642.1	1
