fullnames	fns	genome_id	assembly_id	gids	desc	taxon	genus	species	strain
GCA_003818135.1_ASM381813v1_protein|RPH26461.1 protoheme IX biogenesis protein HemY [Buttiauxella warmboldiae]	GCA_003818135.1_ASM381813v1_protein	GCA_003818135.1	ASM381813v1	RPH26461.1	GCA_003818135.1_ASM381813v1_protein|RPH26461.1 protoheme IX biogenesis protein HemY	Buttiauxella warmboldiae	Buttiauxella	warmboldiae	
GCA_001171065.1_4840_6_7_protein|CNK18863.1 Uncharacterised protein [Yersinia frederiksenii]	GCA_001171065.1_4840_6_7_protein	GCA_001171065.1	4840	CNK18863.1	GCA_001171065.1_4840_6_7_protein|CNK18863.1 Uncharacterised protein	Yersinia frederiksenii	Yersinia	frederiksenii	
GCA_003818135.1_ASM381813v1_protein|RPH21463.1 hypothetical protein EHN07_18315 [Buttiauxella warmboldiae]	GCA_003818135.1_ASM381813v1_protein	GCA_003818135.1	ASM381813v1	RPH21463.1	GCA_003818135.1_ASM381813v1_protein|RPH21463.1 hypothetical protein EHN07_18315	Buttiauxella warmboldiae	Buttiauxella	warmboldiae	
GCA_001721185.1_ASM172118v1_protein|AOM41459.1 spermidine/putrescine ABC transporter permease PotB [Xenorhabdus hominickii]	GCA_001721185.1_ASM172118v1_protein	GCA_001721185.1	ASM172118v1	AOM41459.1	GCA_001721185.1_ASM172118v1_protein|AOM41459.1 spermidine/putrescine ABC transporter permease PotB	Xenorhabdus hominickii	Xenorhabdus	hominickii	
GCA_000517425.1_ASM51742v1_protein|AHF75430.1 Protoheme IX biogenesis protein [Sodalis praecaptivus]	GCA_000517425.1_ASM51742v1_protein	GCA_000517425.1	ASM51742v1	AHF75430.1	GCA_000517425.1_ASM51742v1_protein|AHF75430.1 Protoheme IX biogenesis protein	Sodalis praecaptivus	Sodalis	praecaptivus	
GCA_001276415.1_ASM127641v1_protein|KOR01897.1 hypothetical protein ABW48_06820 [Pluralibacter gergoviae]	GCA_001276415.1_ASM127641v1_protein	GCA_001276415.1	ASM127641v1	KOR01897.1	GCA_001276415.1_ASM127641v1_protein|KOR01897.1 hypothetical protein ABW48_06820	Pluralibacter gergoviae	Pluralibacter	gergoviae	
GCA_000168855.1_ASM16885v1_protein|EED67760.1 type II secretion system protein [Comamonas testosteroni KF-1]	GCA_000168855.1_ASM16885v1_protein	GCA_000168855.1	ASM16885v1	EED67760.1	GCA_000168855.1_ASM16885v1_protein|EED67760.1 type II secretion system protein	Comamonas testosteroni KF-1	Comamonas	testosteroni	KF-1
GCA_004150405.1_ASM415040v1_protein|RYJ16216.1 protoheme IX biogenesis protein HemY [Rahnella variigena]	GCA_004150405.1_ASM415040v1_protein	GCA_004150405.1	ASM415040v1	RYJ16216.1	GCA_004150405.1_ASM415040v1_protein|RYJ16216.1 protoheme IX biogenesis protein HemY	Rahnella variigena	Rahnella	variigena	
GCA_000007625.1_ASM762v1_protein|AAO34756.1 conserved protein [Clostridium tetani E88]	GCA_000007625.1_ASM762v1_protein	GCA_000007625.1	ASM762v1	AAO34756.1	GCA_000007625.1_ASM762v1_protein|AAO34756.1 conserved protein	Clostridium tetani E88	Clostridium	tetani	E88
GCA_000190755.3_ASM19075v3_protein|EGW21476.1 hypothetical protein Mettu_0240 [Methylobacter tundripaludum SV96]	GCA_000190755.3_ASM19075v3_protein	GCA_000190755.3	ASM19075v3	EGW21476.1	GCA_000190755.3_ASM19075v3_protein|EGW21476.1 hypothetical protein Mettu_0240	Methylobacter tundripaludum SV96	Methylobacter	tundripaludum	SV96
GCA_000007625.1_ASM762v1_protein|AAO36431.1 sensor protein resE [Clostridium tetani E88]	GCA_000007625.1_ASM762v1_protein	GCA_000007625.1	ASM762v1	AAO36431.1	GCA_000007625.1_ASM762v1_protein|AAO36431.1 sensor protein resE	Clostridium tetani E88	Clostridium	tetani	E88
GCA_000012805.1_ASM1280v1_protein|ABA57266.1 conserved hypothetical protein [Nitrosococcus oceani ATCC 19707]	GCA_000012805.1_ASM1280v1_protein	GCA_000012805.1	ASM1280v1	ABA57266.1	GCA_000012805.1_ASM1280v1_protein|ABA57266.1 conserved hypothetical protein	Nitrosococcus oceani ATCC 19707	Nitrosococcus	oceani	ATCC 19707
GCA_000190755.3_ASM19075v3_protein|EGW23835.1 Protein of unknown function DUF2133 [Methylobacter tundripaludum SV96]	GCA_000190755.3_ASM19075v3_protein	GCA_000190755.3	ASM19075v3	EGW23835.1	GCA_000190755.3_ASM19075v3_protein|EGW23835.1 Protein of unknown function DUF2133	Methylobacter tundripaludum SV96	Methylobacter	tundripaludum	SV96
GCA_000878365.1_ASM87836v1_protein|KIU35482.1 hypothetical protein SR38_03655 [Atlantibacter hermannii]	GCA_000878365.1_ASM87836v1_protein	GCA_000878365.1	ASM87836v1	KIU35482.1	GCA_000878365.1_ASM87836v1_protein|KIU35482.1 hypothetical protein SR38_03655	Atlantibacter hermannii	Atlantibacter	hermannii	
GCA_000018025.1_ASM1802v1_protein|ABV35082.1 conserved hypothetical protein [Shewanella sediminis HAW-EB3]	GCA_000018025.1_ASM1802v1_protein	GCA_000018025.1	ASM1802v1	ABV35082.1	GCA_000018025.1_ASM1802v1_protein|ABV35082.1 conserved hypothetical protein	Shewanella sediminis HAW-EB3	Shewanella	sediminis	HAW-EB3
GCA_004344785.1_ASM434478v1_protein|TCZ29010.1 envelope stress response protein PspG [Pantoea agglomerans]	GCA_004344785.1_ASM434478v1_protein	GCA_004344785.1	ASM434478v1	TCZ29010.1	GCA_004344785.1_ASM434478v1_protein|TCZ29010.1 envelope stress response protein PspG	Pantoea agglomerans	Pantoea	agglomerans	
GCA_000015365.1_ASM1536v1_protein|ABM18121.1 hypothetical protein Maqu_1029 [Marinobacter nauticus VT8]	GCA_000015365.1_ASM1536v1_protein	GCA_000015365.1	ASM1536v1	ABM18121.1	GCA_000015365.1_ASM1536v1_protein|ABM18121.1 hypothetical protein Maqu_1029	Marinobacter nauticus VT8	Marinobacter	nauticus	VT8
GCA_000284615.1_ASM28461v1_protein|CCG95725.1 conserved hypothetical protein; putative exported protein [Marinobacter nauticus ATCC 49840]	GCA_000284615.1_ASM28461v1_protein	GCA_000284615.1	ASM28461v1	CCG95725.1	GCA_000284615.1_ASM28461v1_protein|CCG95725.1 conserved hypothetical protein; putative exported protein	Marinobacter nauticus ATCC 49840	Marinobacter	nauticus	ATCC 49840
GCA_000009825.1_ASM982v1_protein|BAD65020.1 conserved hypothetical protein [Alkalihalobacillus clausii KSM-K16]	GCA_000009825.1_ASM982v1_protein	GCA_000009825.1	ASM982v1	BAD65020.1	GCA_000009825.1_ASM982v1_protein|BAD65020.1 conserved hypothetical protein	Alkalihalobacillus clausii KSM-K16	Alkalihalobacillus	clausii	KSM-K16
GCA_001022965.1_ASM102296v1_protein|KLP53561.1 spermidine/putrescine ABC transporter permease [Enterobacter genomosp. O]	GCA_001022965.1_ASM102296v1_protein	GCA_001022965.1	ASM102296v1	KLP53561.1	GCA_001022965.1_ASM102296v1_protein|KLP53561.1 spermidine/putrescine ABC transporter permease	Enterobacter genomosp. O	Enterobacter	genomosp.	O
GCA_000146165.2_ASM14616v2_protein|AAN57175.1 twin arginine protein translocase system protein TatB [Shewanella oneidensis MR-1]	GCA_000146165.2_ASM14616v2_protein	GCA_000146165.2	ASM14616v2	AAN57175.1	GCA_000146165.2_ASM14616v2_protein|AAN57175.1 twin arginine protein translocase system protein TatB	Shewanella oneidensis MR-1	Shewanella	oneidensis	MR-1
GCA_000020985.1_ASM2098v1_protein|ACI21315.1 general stress protein [Thermodesulfovibrio yellowstonii DSM 11347]	GCA_000020985.1_ASM2098v1_protein	GCA_000020985.1	ASM2098v1	ACI21315.1	GCA_000020985.1_ASM2098v1_protein|ACI21315.1 general stress protein	Thermodesulfovibrio yellowstonii DSM 11347	Thermodesulfovibrio	yellowstonii	DSM 11347
GCA_000020485.1_ASM2048v1_protein|ACL69096.1 methyl-accepting chemotaxis sensory transducer [Halothermothrix orenii H 168]	GCA_000020485.1_ASM2048v1_protein	GCA_000020485.1	ASM2048v1	ACL69096.1	GCA_000020485.1_ASM2048v1_protein|ACL69096.1 methyl-accepting chemotaxis sensory transducer	Halothermothrix orenii H 168	Halothermothrix	orenii	H 168
GCA_000014765.1_ASM1476v1_protein|ABI60316.1 conserved hypothetical protein [Nitrosomonas eutropha C91]	GCA_000014765.1_ASM1476v1_protein	GCA_000014765.1	ASM1476v1	ABI60316.1	GCA_000014765.1_ASM1476v1_protein|ABI60316.1 conserved hypothetical protein	Nitrosomonas eutropha C91	Nitrosomonas	eutropha	C91
GCA_000226565.1_ASM22656v1_protein|AEP28980.1 RDD domain containing protein [Glaciecola nitratireducens FR1064]	GCA_000226565.1_ASM22656v1_protein	GCA_000226565.1	ASM22656v1	AEP28980.1	GCA_000226565.1_ASM22656v1_protein|AEP28980.1 RDD domain containing protein	Glaciecola nitratireducens FR1064	Glaciecola	nitratireducens	FR1064
GCA_001753085.1_ASM175308v1_protein|AOU50276.1 protoporphyrinogen oxidase [Legionella pneumophila]	GCA_001753085.1_ASM175308v1_protein	GCA_001753085.1	ASM175308v1	AOU50276.1	GCA_001753085.1_ASM175308v1_protein|AOU50276.1 protoporphyrinogen oxidase	Legionella pneumophila	Legionella	pneumophila	
GCA_000755055.1_YEG_1_protein|KGA73888.1 tetratricopeptide repeat family protein [Yersinia enterocolitica]	GCA_000755055.1_YEG_1_protein	GCA_000755055.1	YEG	KGA73888.1	GCA_000755055.1_YEG_1_protein|KGA73888.1 tetratricopeptide repeat family protein	Yersinia enterocolitica	Yersinia	enterocolitica	
GCA_000211495.1_ASM21149v1_protein|GAA05219.1 ribulose-phosphate 3-epimerase [Photobacterium leiognathi subsp. mandapamensis svers.1.1.]	GCA_000211495.1_ASM21149v1_protein	GCA_000211495.1	ASM21149v1	GAA05219.1	GCA_000211495.1_ASM21149v1_protein|GAA05219.1 ribulose-phosphate 3-epimerase	Photobacterium leiognathi subsp. mandapamensis svers.1.1.	Photobacterium	leiognathi	subsp. mandapamensis svers.1.1.
GCA_001319955.1_5139_5_3_protein|CFQ46416.1 putative protoheme IX biogenesis protein [Yersinia bercovieri]	GCA_001319955.1_5139_5_3_protein	GCA_001319955.1	5139	CFQ46416.1	GCA_001319955.1_5139_5_3_protein|CFQ46416.1 putative protoheme IX biogenesis protein	Yersinia bercovieri	Yersinia	bercovieri	
GCA_002095575.1_ASM209557v1_protein|ORM98617.1 protoheme IX biogenesis protein HemY [Pantoea septica]	GCA_002095575.1_ASM209557v1_protein	GCA_002095575.1	ASM209557v1	ORM98617.1	GCA_002095575.1_ASM209557v1_protein|ORM98617.1 protoheme IX biogenesis protein HemY	Pantoea septica	Pantoea	septica	
GCA_001171065.1_4840_6_7_protein|CNK65453.1 putative protoheme IX biogenesis protein [Yersinia frederiksenii]	GCA_001171065.1_4840_6_7_protein	GCA_001171065.1	4840	CNK65453.1	GCA_001171065.1_4840_6_7_protein|CNK65453.1 putative protoheme IX biogenesis protein	Yersinia frederiksenii	Yersinia	frederiksenii	
GCA_002192835.1_ASM219283v1_protein|OWF83581.1 protoheme IX biogenesis protein HemY [Yersinia frederiksenii]	GCA_002192835.1_ASM219283v1_protein	GCA_002192835.1	ASM219283v1	OWF83581.1	GCA_002192835.1_ASM219283v1_protein|OWF83581.1 protoheme IX biogenesis protein HemY	Yersinia frederiksenii	Yersinia	frederiksenii	
GCA_002163605.1_ASM216360v1_protein|ARV00327.1 protoheme IX biogenesis protein HemY [Tatumella citrea]	GCA_002163605.1_ASM216360v1_protein	GCA_002163605.1	ASM216360v1	ARV00327.1	GCA_002163605.1_ASM216360v1_protein|ARV00327.1 protoheme IX biogenesis protein HemY	Tatumella citrea	Tatumella	citrea	
GCA_004343195.1_ASM434319v1_protein|TCV93715.1 HemY protein [Biostraticola tofi]	GCA_004343195.1_ASM434319v1_protein	GCA_004343195.1	ASM434319v1	TCV93715.1	GCA_004343195.1_ASM434319v1_protein|TCV93715.1 HemY protein	Biostraticola tofi	Biostraticola	tofi	
GCA_000196115.1_ASM19611v1_protein|CAD72975.1 hypothetical protein-transmembrane prediction [Rhodopirellula baltica SH 1]	GCA_000196115.1_ASM19611v1_protein	GCA_000196115.1	ASM19611v1	CAD72975.1	GCA_000196115.1_ASM19611v1_protein|CAD72975.1 hypothetical protein-transmembrane prediction	Rhodopirellula baltica SH 1	Rhodopirellula	baltica	SH 1
GCA_000348585.1_ASM34858v1_protein|AGH79122.1 F0F1 ATP synthase subunit B [Xanthomonas axonopodis Xac29-1]	GCA_000348585.1_ASM34858v1_protein	GCA_000348585.1	ASM34858v1	AGH79122.1	GCA_000348585.1_ASM34858v1_protein|AGH79122.1 F0F1 ATP synthase subunit B	Xanthomonas axonopodis Xac29-1	Xanthomonas	axonopodis	Xac29-1
GCA_000008185.1_ASM818v1_protein|AAS11584.1 alanine racemase [Treponema denticola ATCC 35405]	GCA_000008185.1_ASM818v1_protein	GCA_000008185.1	ASM818v1	AAS11584.1	GCA_000008185.1_ASM818v1_protein|AAS11584.1 alanine racemase	Treponema denticola ATCC 35405	Treponema	denticola	ATCC 35405
GCA_001319955.1_5139_5_3_protein|CFQ46074.1 Uncharacterised protein [Yersinia bercovieri]	GCA_001319955.1_5139_5_3_protein	GCA_001319955.1	5139	CFQ46074.1	GCA_001319955.1_5139_5_3_protein|CFQ46074.1 Uncharacterised protein	Yersinia bercovieri	Yersinia	bercovieri	
GCA_000517425.1_ASM51742v1_protein|AHF76827.1 hypothetical protein Sant_1774 [Sodalis praecaptivus]	GCA_000517425.1_ASM51742v1_protein	GCA_000517425.1	ASM51742v1	AHF76827.1	GCA_000517425.1_ASM51742v1_protein|AHF76827.1 hypothetical protein Sant_1774	Sodalis praecaptivus	Sodalis	praecaptivus	
GCA_000021985.1_ASM2198v1_protein|ACL73342.1 MotA/TolQ/ExbB proton channel family [Thioalkalivibrio sulfidiphilus HL-EbGr7]	GCA_000021985.1_ASM2198v1_protein	GCA_000021985.1	ASM2198v1	ACL73342.1	GCA_000021985.1_ASM2198v1_protein|ACL73342.1 MotA/TolQ/ExbB proton channel family	Thioalkalivibrio sulfidiphilus HL-EbGr7	Thioalkalivibrio	sulfidiphilus	HL-EbGr7
GCA_000008465.1_ASM846v1_protein|AAV83393.1 Uncharacterized enzyme of heme biosynthesis [Idiomarina loihiensis L2TR]	GCA_000008465.1_ASM846v1_protein	GCA_000008465.1	ASM846v1	AAV83393.1	GCA_000008465.1_ASM846v1_protein|AAV83393.1 Uncharacterized enzyme of heme biosynthesis	Idiomarina loihiensis L2TR	Idiomarina	loihiensis	L2TR
GCA_000245735.2_ASM24573v2_protein|EHR39729.1 XRE family transcriptional regulator [Alishewanella jeotgali KCTC 22429]	GCA_000245735.2_ASM24573v2_protein	GCA_000245735.2	ASM24573v2	EHR39729.1	GCA_000245735.2_ASM24573v2_protein|EHR39729.1 XRE family transcriptional regulator	Alishewanella jeotgali KCTC 22429	Alishewanella	jeotgali	KCTC 22429
GCA_000092025.1_ASM9202v1_protein|AAK90301.1 hypothetical protein Atu8183 [Agrobacterium fabrum str. C58]	GCA_000092025.1_ASM9202v1_protein	GCA_000092025.1	ASM9202v1	AAK90301.1	GCA_000092025.1_ASM9202v1_protein|AAK90301.1 hypothetical protein Atu8183	Agrobacterium fabrum str. C58	Agrobacterium	fabrum	str. C58
GCA_000168855.1_ASM16885v1_protein|EED68656.1 conserved hypothetical protein [Comamonas testosteroni KF-1]	GCA_000168855.1_ASM16885v1_protein	GCA_000168855.1	ASM16885v1	EED68656.1	GCA_000168855.1_ASM16885v1_protein|EED68656.1 conserved hypothetical protein	Comamonas testosteroni KF-1	Comamonas	testosteroni	KF-1
GCA_000011245.1_ASM1124v1_protein|BAC13272.1 hypothetical conserved protein [Oceanobacillus iheyensis HTE831]	GCA_000011245.1_ASM1124v1_protein	GCA_000011245.1	ASM1124v1	BAC13272.1	GCA_000011245.1_ASM1124v1_protein|BAC13272.1 hypothetical conserved protein	Oceanobacillus iheyensis HTE831	Oceanobacillus	iheyensis	HTE831
GCA_002918555.1_ASM291855v1_protein|POT54572.1 protoheme IX biogenesis protein HemY [Citrobacter amalonaticus]	GCA_002918555.1_ASM291855v1_protein	GCA_002918555.1	ASM291855v1	POT54572.1	GCA_002918555.1_ASM291855v1_protein|POT54572.1 protoheme IX biogenesis protein HemY	Citrobacter amalonaticus	Citrobacter	amalonaticus	
GCA_000024325.1_ASM2432v1_protein|ACV67807.1 trigger factor [Desulfohalobium retbaense DSM 5692]	GCA_000024325.1_ASM2432v1_protein	GCA_000024325.1	ASM2432v1	ACV67807.1	GCA_000024325.1_ASM2432v1_protein|ACV67807.1 trigger factor	Desulfohalobium retbaense DSM 5692	Desulfohalobium	retbaense	DSM 5692
GCA_000025945.1_ASM2594v1_protein|CAG34854.1 unknown protein [Desulfotalea psychrophila LSv54]	GCA_000025945.1_ASM2594v1_protein	GCA_000025945.1	ASM2594v1	CAG34854.1	GCA_000025945.1_ASM2594v1_protein|CAG34854.1 unknown protein	Desulfotalea psychrophila LSv54	Desulfotalea	psychrophila	LSv54
GCA_000007785.1_ASM778v1_protein|AAO82025.1 sensor histidine kinase VanSB [Enterococcus faecalis V583]	GCA_000007785.1_ASM778v1_protein	GCA_000007785.1	ASM778v1	AAO82025.1	GCA_000007785.1_ASM778v1_protein|AAO82025.1 sensor histidine kinase VanSB	Enterococcus faecalis V583	Enterococcus	faecalis	V583
GCA_000015365.1_ASM1536v1_protein|ABM17428.1 MotA/TolQ/ExbB proton channel family protein [Marinobacter nauticus VT8]	GCA_000015365.1_ASM1536v1_protein	GCA_000015365.1	ASM1536v1	ABM17428.1	GCA_000015365.1_ASM1536v1_protein|ABM17428.1 MotA/TolQ/ExbB proton channel family protein	Marinobacter nauticus VT8	Marinobacter	nauticus	VT8
GCA_000011245.1_ASM1124v1_protein|BAC12314.1 two-component sensor histidine kinase [Oceanobacillus iheyensis HTE831]	GCA_000011245.1_ASM1124v1_protein	GCA_000011245.1	ASM1124v1	BAC12314.1	GCA_000011245.1_ASM1124v1_protein|BAC12314.1 two-component sensor histidine kinase	Oceanobacillus iheyensis HTE831	Oceanobacillus	iheyensis	HTE831
GCA_000773975.1_ASM77397v1_protein|KGT87792.1 protoheme IX biogenesis protein [Erwinia typographi]	GCA_000773975.1_ASM77397v1_protein	GCA_000773975.1	ASM77397v1	KGT87792.1	GCA_000773975.1_ASM77397v1_protein|KGT87792.1 protoheme IX biogenesis protein	Erwinia typographi	Erwinia	typographi	
GCA_000168235.2_ASM16823v2_protein|EDR31916.1 conserved hypothetical protein [Yersinia pestis biovar Orientalis str. IP275]	GCA_000168235.2_ASM16823v2_protein	GCA_000168235.2	ASM16823v2	EDR31916.1	GCA_000168235.2_ASM16823v2_protein|EDR31916.1 conserved hypothetical protein	Yersinia pestis biovar Orientalis str. IP275	Yersinia	pestis	biovar Orientalis str. IP275
GCA_000167995.1_ASM16799v1_protein|EEQ09378.1 hypothetical protein ymoll0001_37320 [Yersinia mollaretii ATCC 43969]	GCA_000167995.1_ASM16799v1_protein	GCA_000167995.1	ASM16799v1	EEQ09378.1	GCA_000167995.1_ASM16799v1_protein|EEQ09378.1 hypothetical protein ymoll0001_37320	Yersinia mollaretii ATCC 43969	Yersinia	mollaretii	ATCC 43969
GCA_000018025.1_ASM1802v1_protein|ABV38704.1 twin-arginine translocation protein, TatB subunit [Shewanella sediminis HAW-EB3]	GCA_000018025.1_ASM1802v1_protein	GCA_000018025.1	ASM1802v1	ABV38704.1	GCA_000018025.1_ASM1802v1_protein|ABV38704.1 twin-arginine translocation protein, TatB subunit	Shewanella sediminis HAW-EB3	Shewanella	sediminis	HAW-EB3
GCA_000286435.2_ASM28643v2_protein|AGG29289.1 HemY like protein [Morganella morganii subsp. morganii KT]	GCA_000286435.2_ASM28643v2_protein	GCA_000286435.2	ASM28643v2	AGG29289.1	GCA_000286435.2_ASM28643v2_protein|AGG29289.1 HemY like protein	Morganella morganii subsp. morganii KT	Morganella	morganii	subsp. morganii KT
GCA_000196115.1_ASM19611v1_protein|CAD77107.1 probable serine/threonine protein kinase [Rhodopirellula baltica SH 1]	GCA_000196115.1_ASM19611v1_protein	GCA_000196115.1	ASM19611v1	CAD77107.1	GCA_000196115.1_ASM19611v1_protein|CAD77107.1 probable serine/threonine protein kinase	Rhodopirellula baltica SH 1	Rhodopirellula	baltica	SH 1
GCA_000168855.1_ASM16885v1_protein|EED68462.1 histidine kinase [Comamonas testosteroni KF-1]	GCA_000168855.1_ASM16885v1_protein	GCA_000168855.1	ASM16885v1	EED68462.1	GCA_000168855.1_ASM16885v1_protein|EED68462.1 histidine kinase	Comamonas testosteroni KF-1	Comamonas	testosteroni	KF-1
GCA_014653055.1_ASM1465305v1_protein|GHD92081.1 spermidine/putrescine ABC transporter permease [Pseudocitrobacter faecalis]	GCA_014653055.1_ASM1465305v1_protein	GCA_014653055.1	ASM1465305v1	GHD92081.1	GCA_014653055.1_ASM1465305v1_protein|GHD92081.1 spermidine/putrescine ABC transporter permease	Pseudocitrobacter faecalis	Pseudocitrobacter	faecalis	
GCA_000018945.1_ASM1894v1_protein|ACM22412.1 Tripartite ATP-independent periplasmic transporter, DctQ component precursor [Thermotoga neapolitana DSM 4359]	GCA_000018945.1_ASM1894v1_protein	GCA_000018945.1	ASM1894v1	ACM22412.1	GCA_000018945.1_ASM1894v1_protein|ACM22412.1 Tripartite ATP-independent periplasmic transporter, DctQ component precursor	Thermotoga neapolitana DSM 4359	Thermotoga	neapolitana	DSM 4359
GCA_000021985.1_ASM2198v1_protein|ACL74376.1 F0F1 ATP synthase subunit B [Thioalkalivibrio sulfidiphilus HL-EbGr7]	GCA_000021985.1_ASM2198v1_protein	GCA_000021985.1	ASM2198v1	ACL74376.1	GCA_000021985.1_ASM2198v1_protein|ACL74376.1 F0F1 ATP synthase subunit B	Thioalkalivibrio sulfidiphilus HL-EbGr7	Thioalkalivibrio	sulfidiphilus	HL-EbGr7
GCA_000167995.1_ASM16799v1_protein|EEQ09873.1 hypothetical protein ymoll0001_17310 [Yersinia mollaretii ATCC 43969]	GCA_000167995.1_ASM16799v1_protein	GCA_000167995.1	ASM16799v1	EEQ09873.1	GCA_000167995.1_ASM16799v1_protein|EEQ09873.1 hypothetical protein ymoll0001_17310	Yersinia mollaretii ATCC 43969	Yersinia	mollaretii	ATCC 43969
GCA_000005845.2_ASM584v2_protein|AAC74209.1 spermidine preferential ABC transporter membrane subunit PotB [Escherichia coli str. K-12 substr. MG1655]	GCA_000005845.2_ASM584v2_protein	GCA_000005845.2	ASM584v2	AAC74209.1	GCA_000005845.2_ASM584v2_protein|AAC74209.1 spermidine preferential ABC transporter membrane subunit PotB	Escherichia coli str. K-12 substr. MG1655	Escherichia	coli	str. K-12 substr. MG1655
GCA_000007405.1_ASM740v1_protein|AAP16634.1 spermidine/putrescine transport system permease [Shigella flexneri 2a str. 2457T]	GCA_000007405.1_ASM740v1_protein	GCA_000007405.1	ASM740v1	AAP16634.1	GCA_000007405.1_ASM740v1_protein|AAP16634.1 spermidine/putrescine transport system permease	Shigella flexneri 2a str. 2457T	Shigella	flexneri	2a str. 2457T
GCA_003818135.1_ASM381813v1_protein|RPH23654.1 spermidine/putrescine ABC transporter permease PotB [Buttiauxella warmboldiae]	GCA_003818135.1_ASM381813v1_protein	GCA_003818135.1	ASM381813v1	RPH23654.1	GCA_003818135.1_ASM381813v1_protein|RPH23654.1 spermidine/putrescine ABC transporter permease PotB	Buttiauxella warmboldiae	Buttiauxella	warmboldiae	
