fullnames	fns	genome_id	assembly_id	gids	desc	taxon	genus	species	strain
KGT94672.1 biopolymer transporter ExbB [Erwinia typographi]|GCA_000773975.1_ASM77397v1_protein	GCA_000773975.1_ASM77397v1_protein	GCA_000773975.1	ASM77397v1	KGT94672.1	KGT94672.1 biopolymer transporter ExbB	Erwinia typographi	Erwinia	typographi	
AAZ96864.1 MotA/TolQ/ExbB proton channel family [Thiobacillus denitrificans ATCC 25259]|GCA_000012745.1_ASM1274v1_protein	GCA_000012745.1_ASM1274v1_protein	GCA_000012745.1	ASM1274v1	AAZ96864.1	AAZ96864.1 MotA/TolQ/ExbB proton channel family	Thiobacillus denitrificans ATCC 25259	Thiobacillus	denitrificans	ATCC 25259
ACT49009.1 MotA/TolQ/ExbB proton channel [Methylotenera mobilis JLW8]|GCA_000023705.1_ASM2370v1_protein	GCA_000023705.1_ASM2370v1_protein	GCA_000023705.1	ASM2370v1	ACT49009.1	ACT49009.1 MotA/TolQ/ExbB proton channel	Methylotenera mobilis JLW8	Methylotenera	mobilis	JLW8
AAS97278.1 MotA/TolQ/ExbB proton channel family protein [Desulfovibrio vulgaris str. Hildenborough]|GCA_000195755.1_ASM19575v1_protein	GCA_000195755.1_ASM19575v1_protein	GCA_000195755.1	ASM19575v1	AAS97278.1	AAS97278.1 MotA/TolQ/ExbB proton channel family protein	Desulfovibrio vulgaris str. Hildenborough	Desulfovibrio	vulgaris	str. Hildenborough
EEQ11058.1 TonB complex protein [Yersinia mollaretii ATCC 43969]|GCA_000167995.1_ASM16799v1_protein	GCA_000167995.1_ASM16799v1_protein	GCA_000167995.1	ASM16799v1	EEQ11058.1	EEQ11058.1 TonB complex protein	Yersinia mollaretii ATCC 43969	Yersinia	mollaretii	ATCC 43969
TCZ27830.1 biopolymer transporter ExbB [Pantoea agglomerans]|GCA_004344785.1_ASM434478v1_protein	GCA_004344785.1_ASM434478v1_protein	GCA_004344785.1	ASM434478v1	TCZ27830.1	TCZ27830.1 biopolymer transporter ExbB	Pantoea agglomerans	Pantoea	agglomerans	
ACT11404.1 tonB-system energizer ExbB [Pectobacterium carotovorum subsp. carotovorum PC1]|GCA_000023605.1_ASM2360v1_protein	GCA_000023605.1_ASM2360v1_protein	GCA_000023605.1	ASM2360v1	ACT11404.1	ACT11404.1 tonB-system energizer ExbB	Pectobacterium carotovorum subsp. carotovorum PC1	Pectobacterium	carotovorum	subsp. carotovorum PC1
BAL11187.1 biopolymer transport protein [Bradyrhizobium japonicum USDA 6]|GCA_000284375.1_ASM28437v1_protein	GCA_000284375.1_ASM28437v1_protein	GCA_000284375.1	ASM28437v1	BAL11187.1	BAL11187.1 biopolymer transport protein	Bradyrhizobium japonicum USDA 6	Bradyrhizobium	japonicum	USDA 6
CNK81352.1 MotA/TolQ/ExbB proton channel family protein [Yersinia frederiksenii]|GCA_001171065.1_4840_6_7_protein	GCA_001171065.1_4840_6_7_protein	GCA_001171065.1	4840	CNK81352.1	CNK81352.1 MotA/TolQ/ExbB proton channel family protein	Yersinia frederiksenii	Yersinia	frederiksenii	
OWF78218.1 tonB-system energizer ExbB [Yersinia frederiksenii]|GCA_002192835.1_ASM219283v1_protein	GCA_002192835.1_ASM219283v1_protein	GCA_002192835.1	ASM219283v1	OWF78218.1	OWF78218.1 tonB-system energizer ExbB	Yersinia frederiksenii	Yersinia	frederiksenii	
AKS91098.1 tonB-system energizer ExbB [Yersinia pestis 8787]|GCA_001188755.1_ASM118875v1_protein	GCA_001188755.1_ASM118875v1_protein	GCA_001188755.1	ASM118875v1	AKS91098.1	AKS91098.1 tonB-system energizer ExbB	Yersinia pestis 8787	Yersinia	pestis	8787
AMO83848.1 biopolymer transporter ExbB [Obesumbacterium proteus]|GCA_001586165.1_ASM158616v1_protein	GCA_001586165.1_ASM158616v1_protein	GCA_001586165.1	ASM158616v1	AMO83848.1	AMO83848.1 biopolymer transporter ExbB	Obesumbacterium proteus	Obesumbacterium	proteus	
KLP54537.1 biopolymer transporter ExbB [Enterobacter genomosp. O]|GCA_001022965.1_ASM102296v1_protein	GCA_001022965.1_ASM102296v1_protein	GCA_001022965.1	ASM102296v1	KLP54537.1	KLP54537.1 biopolymer transporter ExbB	Enterobacter genomosp. O	Enterobacter	genomosp.	O
AAS70216.1 biopolymer transport protein [Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130]|GCA_000007685.1_ASM768v1_protein	GCA_000007685.1_ASM768v1_protein	GCA_000007685.1	ASM768v1	AAS70216.1	AAS70216.1 biopolymer transport protein	Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130	Leptospira	interrogans	serovar Copenhageni str. Fiocruz L1-130
EDR30836.1 tonB-system energizer ExbB [Yersinia pestis biovar Orientalis str. IP275]|GCA_000168235.2_ASM16823v2_protein	GCA_000168235.2_ASM16823v2_protein	GCA_000168235.2	ASM16823v2	EDR30836.1	EDR30836.1 tonB-system energizer ExbB	Yersinia pestis biovar Orientalis str. IP275	Yersinia	pestis	biovar Orientalis str. IP275
PAN73341.1 biopolymer transporter ExbB [Enterobacter cloacae]|GCA_002278205.1_ASM227820v1_protein	GCA_002278205.1_ASM227820v1_protein	GCA_002278205.1	ASM227820v1	PAN73341.1	PAN73341.1 biopolymer transporter ExbB	Enterobacter cloacae	Enterobacter	cloacae	
BAH77464.1 chemotaxis protein MotA [Solidesulfovibrio magneticus RS-1]|GCA_000010665.1_ASM1066v1_protein	GCA_000010665.1_ASM1066v1_protein	GCA_000010665.1	ASM1066v1	BAH77464.1	BAH77464.1 chemotaxis protein MotA	Solidesulfovibrio magneticus RS-1	Solidesulfovibrio	magneticus	RS-1
CAJ49729.1 biopolymer transport protein [Bordetella avium 197N]|GCA_000070465.1_ASM7046v1_protein	GCA_000070465.1_ASM7046v1_protein	GCA_000070465.1	ASM7046v1	CAJ49729.1	CAJ49729.1 biopolymer transport protein	Bordetella avium 197N	Bordetella	avium	197N
BAL07794.1 chemotaxis protein [Bradyrhizobium japonicum USDA 6]|GCA_000284375.1_ASM28437v1_protein	GCA_000284375.1_ASM28437v1_protein	GCA_000284375.1	ASM28437v1	BAL07794.1	BAL07794.1 chemotaxis protein	Bradyrhizobium japonicum USDA 6	Bradyrhizobium	japonicum	USDA 6
ABK38297.1 MotA/TolQ/ExbB proton channel family protein [Aeromonas hydrophila subsp. hydrophila ATCC 7966]|GCA_000014805.1_ASM1480v1_protein	GCA_000014805.1_ASM1480v1_protein	GCA_000014805.1	ASM1480v1	ABK38297.1	ABK38297.1 MotA/TolQ/ExbB proton channel family protein	Aeromonas hydrophila subsp. hydrophila ATCC 7966	Aeromonas	hydrophila	subsp. hydrophila ATCC 7966
QBZ82337.1 Chemotaxis protein PomA [Hydrogenovibrio crunogenus]|GCA_004786015.1_ASM478601v1_protein	GCA_004786015.1_ASM478601v1_protein	GCA_004786015.1	ASM478601v1	QBZ82337.1	QBZ82337.1 Chemotaxis protein PomA	Hydrogenovibrio crunogenus	Hydrogenovibrio	crunogenus	
AAQ58077.1 probable exbB-like biopolymer transport [Chromobacterium violaceum ATCC 12472]|GCA_000007705.1_ASM770v1_protein	GCA_000007705.1_ASM770v1_protein	GCA_000007705.1	ASM770v1	AAQ58077.1	AAQ58077.1 probable exbB-like biopolymer transport	Chromobacterium violaceum ATCC 12472	Chromobacterium	violaceum	ATCC 12472
BAL07623.1 biopolymer transport protein [Bradyrhizobium japonicum USDA 6]|GCA_000284375.1_ASM28437v1_protein	GCA_000284375.1_ASM28437v1_protein	GCA_000284375.1	ASM28437v1	BAL07623.1	BAL07623.1 biopolymer transport protein	Bradyrhizobium japonicum USDA 6	Bradyrhizobium	japonicum	USDA 6
EGI77876.1 MotA/TolQ/ExbB proton channel [Hylemonella gracilis ATCC 19624]|GCA_000211835.2_ASM21183v1_protein	GCA_000211835.2_ASM21183v1_protein	GCA_000211835.2	ASM21183v1	EGI77876.1	EGI77876.1 MotA/TolQ/ExbB proton channel	Hylemonella gracilis ATCC 19624	Hylemonella	gracilis	ATCC 19624
AGH75547.1 biopolymer transport ExbB protein [Xanthomonas axonopodis Xac29-1]|GCA_000348585.1_ASM34858v1_protein	GCA_000348585.1_ASM34858v1_protein	GCA_000348585.1	ASM34858v1	AGH75547.1	AGH75547.1 biopolymer transport ExbB protein	Xanthomonas axonopodis Xac29-1	Xanthomonas	axonopodis	Xac29-1
EHM39528.1 tonB-system energizer ExbB [Hafnia alvei ATCC 51873]|GCA_000239255.1_ASM23925v1_protein	GCA_000239255.1_ASM23925v1_protein	GCA_000239255.1	ASM23925v1	EHM39528.1	EHM39528.1 tonB-system energizer ExbB	Hafnia alvei ATCC 51873	Hafnia	alvei	ATCC 51873
CAQ69978.1 BIOPOLYMER TRANSPORT PROTEIN [Cupriavidus taiwanensis LMG 19424]|GCA_000069785.1_ASM6978v1_protein	GCA_000069785.1_ASM6978v1_protein	GCA_000069785.1	ASM6978v1	CAQ69978.1	CAQ69978.1 BIOPOLYMER TRANSPORT PROTEIN	Cupriavidus taiwanensis LMG 19424	Cupriavidus	taiwanensis	LMG 19424
ABZ97738.1 Biopolymer transport ExbB protein; putative membrane protein [Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)']|GCA_000017685.1_ASM1768v1_protein	GCA_000017685.1_ASM1768v1_protein	GCA_000017685.1	ASM1768v1	ABZ97738.1	ABZ97738.1 Biopolymer transport ExbB protein; putative membrane protein	Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)'	Leptospira	biflexa	serovar Patoc strain 'Patoc 1 (Paris)'
ACV68207.1 MotA/TolQ/ExbB proton channel [Desulfohalobium retbaense DSM 5692]|GCA_000024325.1_ASM2432v1_protein	GCA_000024325.1_ASM2432v1_protein	GCA_000024325.1	ASM2432v1	ACV68207.1	ACV68207.1 MotA/TolQ/ExbB proton channel	Desulfohalobium retbaense DSM 5692	Desulfohalobium	retbaense	DSM 5692
ATP09946.1 ExbB family protein [Aeromonas salmonicida subsp. pectinolytica 34mel]|GCA_002735225.1_ASM273522v1_protein	GCA_002735225.1_ASM273522v1_protein	GCA_002735225.1	ASM273522v1	ATP09946.1	ATP09946.1 ExbB family protein	Aeromonas salmonicida subsp. pectinolytica 34mel	Aeromonas	salmonicida	subsp. pectinolytica 34mel
ABS61998.1 TonB-system energizer ExbB type-1 [Parvibaculum lavamentivorans DS-1]|GCA_000017565.1_ASM1756v1_protein	GCA_000017565.1_ASM1756v1_protein	GCA_000017565.1	ASM1756v1	ABS61998.1	ABS61998.1 TonB-system energizer ExbB type-1	Parvibaculum lavamentivorans DS-1	Parvibaculum	lavamentivorans	DS-1
ADZ92428.1 MotA/TolQ/ExbB proton channel [Marinomonas mediterranea MMB-1]|GCA_000192865.1_ASM19286v1_protein	GCA_000192865.1_ASM19286v1_protein	GCA_000192865.1	ASM19286v1	ADZ92428.1	ADZ92428.1 MotA/TolQ/ExbB proton channel	Marinomonas mediterranea MMB-1	Marinomonas	mediterranea	MMB-1
AAU45830.1 MotA/TolQ/ExbB proton channel family protein [Burkholderia mallei ATCC 23344]|GCA_000011705.1_ASM1170v1_protein	GCA_000011705.1_ASM1170v1_protein	GCA_000011705.1	ASM1170v1	AAU45830.1	AAU45830.1 MotA/TolQ/ExbB proton channel family protein	Burkholderia mallei ATCC 23344	Burkholderia	mallei	ATCC 23344
CAH37815.1 putative bipolymer transport protein [Burkholderia pseudomallei K96243]|GCA_000011545.1_ASM1154v1_protein	GCA_000011545.1_ASM1154v1_protein	GCA_000011545.1	ASM1154v1	CAH37815.1	CAH37815.1 putative bipolymer transport protein	Burkholderia pseudomallei K96243	Burkholderia	pseudomallei	K96243
RYJ18968.1 flagellar motor protein MotA [Rahnella variigena]|GCA_004150405.1_ASM415040v1_protein	GCA_004150405.1_ASM415040v1_protein	GCA_004150405.1	ASM415040v1	RYJ18968.1	RYJ18968.1 flagellar motor protein MotA	Rahnella variigena	Rahnella	variigena	
TCV93520.1 outer membrane transport energization protein ExbB [Biostraticola tofi]|GCA_004343195.1_ASM434319v1_protein	GCA_004343195.1_ASM434319v1_protein	GCA_004343195.1	ASM434319v1	TCV93520.1	TCV93520.1 outer membrane transport energization protein ExbB	Biostraticola tofi	Biostraticola	tofi	
AAS96861.1 tolQ protein [Desulfovibrio vulgaris str. Hildenborough]|GCA_000195755.1_ASM19575v1_protein	GCA_000195755.1_ASM19575v1_protein	GCA_000195755.1	ASM19575v1	AAS96861.1	AAS96861.1 tolQ protein	Desulfovibrio vulgaris str. Hildenborough	Desulfovibrio	vulgaris	str. Hildenborough
AOM41204.1 tonB-system energizer ExbB [Xenorhabdus hominickii]|GCA_001721185.1_ASM172118v1_protein	GCA_001721185.1_ASM172118v1_protein	GCA_001721185.1	ASM172118v1	AOM41204.1	AOM41204.1 tonB-system energizer ExbB	Xenorhabdus hominickii	Xenorhabdus	hominickii	
EED66570.1 MotA/TolQ/ExbB proton channel [Comamonas testosteroni KF-1]|GCA_000168855.1_ASM16885v1_protein	GCA_000168855.1_ASM16885v1_protein	GCA_000168855.1	ASM16885v1	EED66570.1	EED66570.1 MotA/TolQ/ExbB proton channel	Comamonas testosteroni KF-1	Comamonas	testosteroni	KF-1
AHF78573.1 Biopolymer transport protein [Sodalis praecaptivus]|GCA_000517425.1_ASM51742v1_protein	GCA_000517425.1_ASM51742v1_protein	GCA_000517425.1	ASM51742v1	AHF78573.1	AHF78573.1 Biopolymer transport protein	Sodalis praecaptivus	Sodalis	praecaptivus	
ABA57126.1 outer membrane transport energization protein ExbB [Nitrosococcus oceani ATCC 19707]|GCA_000012805.1_ASM1280v1_protein	GCA_000012805.1_ASM1280v1_protein	GCA_000012805.1	ASM1280v1	ABA57126.1	ABA57126.1 outer membrane transport energization protein ExbB	Nitrosococcus oceani ATCC 19707	Nitrosococcus	oceani	ATCC 19707
ABC34070.1 MotA/TolQ/ExbB proton channel family protein [Burkholderia thailandensis E264]|GCA_000012365.1_ASM1236v1_protein	GCA_000012365.1_ASM1236v1_protein	GCA_000012365.1	ASM1236v1	ABC34070.1	ABC34070.1 MotA/TolQ/ExbB proton channel family protein	Burkholderia thailandensis E264	Burkholderia	thailandensis	E264
ABS62619.1 MotA/TolQ/ExbB proton channel [Parvibaculum lavamentivorans DS-1]|GCA_000017565.1_ASM1756v1_protein	GCA_000017565.1_ASM1756v1_protein	GCA_000017565.1	ASM1756v1	ABS62619.1	ABS62619.1 MotA/TolQ/ExbB proton channel	Parvibaculum lavamentivorans DS-1	Parvibaculum	lavamentivorans	DS-1
AAZ26683.1 biopolymer transport exbB protein [Colwellia psychrerythraea 34H]|GCA_000012325.1_ASM1232v1_protein	GCA_000012325.1_ASM1232v1_protein	GCA_000012325.1	ASM1232v1	AAZ26683.1	AAZ26683.1 biopolymer transport exbB protein	Colwellia psychrerythraea 34H	Colwellia	psychrerythraea	34H
CAC46090.1 Probable biopolymer transport transmembrane protein [Sinorhizobium meliloti 1021]|GCA_000006965.1_ASM696v1_protein	GCA_000006965.1_ASM696v1_protein	GCA_000006965.1	ASM696v1	CAC46090.1	CAC46090.1 Probable biopolymer transport transmembrane protein	Sinorhizobium meliloti 1021	Sinorhizobium	meliloti	1021
AAW87256.1 flagellar motor protein MotA2 [Aliivibrio fischeri ES114]|GCA_000011805.1_ASM1180v1_protein	GCA_000011805.1_ASM1180v1_protein	GCA_000011805.1	ASM1180v1	AAW87256.1	AAW87256.1 flagellar motor protein MotA2	Aliivibrio fischeri ES114	Aliivibrio	fischeri	ES114
EPE37425.1 TolQ [Candidatus Photodesmus katoptron Akat1]|GCA_000478685.1_ASM47868v1_protein	GCA_000478685.1_ASM47868v1_protein	GCA_000478685.1	ASM47868v1	EPE37425.1	EPE37425.1 TolQ	Candidatus Photodesmus katoptron Akat1	Candidatus	Photodesmus	katoptron Akat1
AHK70455.1 biopolymer transport protein ExbB [Gluconobacter oxydans DSM 3504]|GCA_000583855.1_ASM58385v1_protein	GCA_000583855.1_ASM58385v1_protein	GCA_000583855.1	ASM58385v1	AHK70455.1	AHK70455.1 biopolymer transport protein ExbB	Gluconobacter oxydans DSM 3504	Gluconobacter	oxydans	DSM 3504
EAR30274.1 putative Tol protein [Pseudoalteromonas tunicata D2]|GCA_000153245.1_ASM15324v1_protein	GCA_000153245.1_ASM15324v1_protein	GCA_000153245.1	ASM15324v1	EAR30274.1	EAR30274.1 putative Tol protein	Pseudoalteromonas tunicata D2	Pseudoalteromonas	tunicata	D2
AAZ24738.1 MotA/TolQ/ExbB proton channel family protein [Colwellia psychrerythraea 34H]|GCA_000012325.1_ASM1232v1_protein	GCA_000012325.1_ASM1232v1_protein	GCA_000012325.1	ASM1232v1	AAZ24738.1	AAZ24738.1 MotA/TolQ/ExbB proton channel family protein	Colwellia psychrerythraea 34H	Colwellia	psychrerythraea	34H
EHJ02650.1 MotA/TolQ/ExbB proton channel [Marinobacter manganoxydans MnI7-9]|GCA_000235625.2_ASM23562v1_protein	GCA_000235625.2_ASM23562v1_protein	GCA_000235625.2	ASM23562v1	EHJ02650.1	EHJ02650.1 MotA/TolQ/ExbB proton channel	Marinobacter manganoxydans MnI7-9	Marinobacter	manganoxydans	MnI7-9
ACT12196.1 MotA/TolQ/ExbB proton channel [Pectobacterium carotovorum subsp. carotovorum PC1]|GCA_000023605.1_ASM2360v1_protein	GCA_000023605.1_ASM2360v1_protein	GCA_000023605.1	ASM2360v1	ACT12196.1	ACT12196.1 MotA/TolQ/ExbB proton channel	Pectobacterium carotovorum subsp. carotovorum PC1	Pectobacterium	carotovorum	subsp. carotovorum PC1
AAZ96310.1 putative transport protein ExbB2 [Thiobacillus denitrificans ATCC 25259]|GCA_000012745.1_ASM1274v1_protein	GCA_000012745.1_ASM1274v1_protein	GCA_000012745.1	ASM1274v1	AAZ96310.1	AAZ96310.1 putative transport protein ExbB2	Thiobacillus denitrificans ATCC 25259	Thiobacillus	denitrificans	ATCC 25259
QCG49912.1 MotA/TolQ/ExbB proton channel family protein [Aeromonas schubertii]|GCA_004919485.1_ASM491948v1_protein	GCA_004919485.1_ASM491948v1_protein	GCA_004919485.1	ASM491948v1	QCG49912.1	QCG49912.1 MotA/TolQ/ExbB proton channel family protein	Aeromonas schubertii	Aeromonas	schubertii	
ACV76042.1 MotA/TolQ/ExbB proton channel [Zymomonas mobilis subsp. mobilis NCIMB 11163]|GCA_000024245.1_ASM2424v1_protein	GCA_000024245.1_ASM2424v1_protein	GCA_000024245.1	ASM2424v1	ACV76042.1	ACV76042.1 MotA/TolQ/ExbB proton channel	Zymomonas mobilis subsp. mobilis NCIMB 11163	Zymomonas	mobilis	subsp. mobilis NCIMB 11163
AAY39527.1 outer membrane transport energization protein ExbB [Pseudomonas syringae pv. syringae B728a]|GCA_000012245.1_ASM1224v1_protein	GCA_000012245.1_ASM1224v1_protein	GCA_000012245.1	ASM1224v1	AAY39527.1	AAY39527.1 outer membrane transport energization protein ExbB	Pseudomonas syringae pv. syringae B728a	Pseudomonas	syringae	pv. syringae B728a
ATP10892.1 DUFx/ExbB domain protein [Aeromonas salmonicida subsp. pectinolytica 34mel]|GCA_002735225.1_ASM273522v1_protein	GCA_002735225.1_ASM273522v1_protein	GCA_002735225.1	ASM273522v1	ATP10892.1	ATP10892.1 DUFx/ExbB domain protein	Aeromonas salmonicida subsp. pectinolytica 34mel	Aeromonas	salmonicida	subsp. pectinolytica 34mel
SHJ01581.1 outer membrane transport energization protein ExbB [Desulfatibacillum alkenivorans DSM 16219]|GCA_900142135.1_IMG-taxon_2585428156_annotated_assembly_protein	GCA_900142135.1_IMG-taxon_2585428156_annotated_assembly_protein	GCA_900142135.1	IMG-taxon	SHJ01581.1	SHJ01581.1 outer membrane transport energization protein ExbB	Desulfatibacillum alkenivorans DSM 16219	Desulfatibacillum	alkenivorans	DSM 16219
AGG29908.1 MotA/TolQ/ExbB proton channel family protein [Morganella morganii subsp. morganii KT]|GCA_000286435.2_ASM28643v2_protein	GCA_000286435.2_ASM28643v2_protein	GCA_000286435.2	ASM28643v2	AGG29908.1	AGG29908.1 MotA/TolQ/ExbB proton channel family protein	Morganella morganii subsp. morganii KT	Morganella	morganii	subsp. morganii KT
EKB20826.1 hypothetical protein HMPREF1168_01631 [Aeromonas veronii AMC34]|GCA_000298015.1_Aero_vero_AMC34_V1_protein	GCA_000298015.1_Aero_vero_AMC34_V1_protein	GCA_000298015.1	Aero	EKB20826.1	EKB20826.1 hypothetical protein HMPREF1168_01631	Aeromonas veronii AMC34	Aeromonas	veronii	AMC34
QCG47236.1 MotA/TolQ/ExbB proton channel family protein [Aeromonas schubertii]|GCA_004919485.1_ASM491948v1_protein	GCA_004919485.1_ASM491948v1_protein	GCA_004919485.1	ASM491948v1	QCG47236.1	QCG47236.1 MotA/TolQ/ExbB proton channel family protein	Aeromonas schubertii	Aeromonas	schubertii	
ABI78158.1 chemotaxis MotA protein [Hyphomonas neptunium ATCC 15444]|GCA_000013025.1_ASM1302v1_protein	GCA_000013025.1_ASM1302v1_protein	GCA_000013025.1	ASM1302v1	ABI78158.1	ABI78158.1 chemotaxis MotA protein	Hyphomonas neptunium ATCC 15444	Hyphomonas	neptunium	ATCC 15444
ABK35895.1 TolR [Aeromonas hydrophila subsp. hydrophila ATCC 7966]|GCA_000014805.1_ASM1480v1_protein	GCA_000014805.1_ASM1480v1_protein	GCA_000014805.1	ASM1480v1	ABK35895.1	ABK35895.1 TolR	Aeromonas hydrophila subsp. hydrophila ATCC 7966	Aeromonas	hydrophila	subsp. hydrophila ATCC 7966
EAS76518.1 putative TolR [Vibrio alginolyticus 12G01]|GCA_000153505.1_ASM15350v1_protein	GCA_000153505.1_ASM15350v1_protein	GCA_000153505.1	ASM15350v1	EAS76518.1	EAS76518.1 putative TolR	Vibrio alginolyticus 12G01	Vibrio	alginolyticus	12G01
ADP99653.1 MotA/TolQ/ExbB proton channel [Marinobacter adhaerens HP15]|GCA_000166295.1_ASM16629v1_protein	GCA_000166295.1_ASM16629v1_protein	GCA_000166295.1	ASM16629v1	ADP99653.1	ADP99653.1 MotA/TolQ/ExbB proton channel	Marinobacter adhaerens HP15	Marinobacter	adhaerens	HP15
CAD76944.1 probable TolQ [Rhodopirellula baltica SH 1]|GCA_000196115.1_ASM19611v1_protein	GCA_000196115.1_ASM19611v1_protein	GCA_000196115.1	ASM19611v1	CAD76944.1	CAD76944.1 probable TolQ	Rhodopirellula baltica SH 1	Rhodopirellula	baltica	SH 1
AHK70543.1 biopolymer transport protein ExbB [Gluconobacter oxydans DSM 3504]|GCA_000583855.1_ASM58385v1_protein	GCA_000583855.1_ASM58385v1_protein	GCA_000583855.1	ASM58385v1	AHK70543.1	AHK70543.1 biopolymer transport protein ExbB	Gluconobacter oxydans DSM 3504	Gluconobacter	oxydans	DSM 3504
EAR27189.1 transport protein TolQ-like [Pseudoalteromonas tunicata D2]|GCA_000153245.1_ASM15324v1_protein	GCA_000153245.1_ASM15324v1_protein	GCA_000153245.1	ASM15324v1	EAR27189.1	EAR27189.1 transport protein TolQ-like	Pseudoalteromonas tunicata D2	Pseudoalteromonas	tunicata	D2
EKB22828.1 hypothetical protein HMPREF1168_00884 [Aeromonas veronii AMC34]|GCA_000298015.1_Aero_vero_AMC34_V1_protein	GCA_000298015.1_Aero_vero_AMC34_V1_protein	GCA_000298015.1	Aero	EKB22828.1	EKB22828.1 hypothetical protein HMPREF1168_00884	Aeromonas veronii AMC34	Aeromonas	veronii	AMC34
ABK39661.1 TonB system biopolymer transport component [Aeromonas hydrophila subsp. hydrophila ATCC 7966]|GCA_000014805.1_ASM1480v1_protein	GCA_000014805.1_ASM1480v1_protein	GCA_000014805.1	ASM1480v1	ABK39661.1	ABK39661.1 TonB system biopolymer transport component	Aeromonas hydrophila subsp. hydrophila ATCC 7966	Aeromonas	hydrophila	subsp. hydrophila ATCC 7966
ACZ19742.1 MotA/TolQ/ExbB proton channel [Thermanaerovibrio acidaminovorans DSM 6589]|GCA_000024905.1_ASM2490v1_protein	GCA_000024905.1_ASM2490v1_protein	GCA_000024905.1	ASM2490v1	ACZ19742.1	ACZ19742.1 MotA/TolQ/ExbB proton channel	Thermanaerovibrio acidaminovorans DSM 6589	Thermanaerovibrio	acidaminovorans	DSM 6589
