feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	688455	690269	+							EP01_RS03225	1815		old_locus_tag=EP01_03285
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	688455	690269	+	WP_038448746.1	WP_038448746.1		glycosyltransferase family 39 protein			EP01_RS03225	1815	604	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	690162	690557	-							EP01_RS18430	396		
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	690162	690557	-	WP_011165948.1	WP_011165948.1		TM2 domain-containing protein			EP01_RS18430	396	131	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	690580	691950	-							EP01_RS03235	1371		old_locus_tag=EP01_03295
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	690580	691950	-	WP_048349806.1	WP_048349806.1		NAD(P)H-binding protein			EP01_RS03235	1371	456	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	692300	692791	+							EP01_RS03240	492		old_locus_tag=EP01_03305
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	692300	692791	+	WP_011165950.1	WP_011165950.1		Hsp20/alpha crystallin family protein			EP01_RS03240	492	163	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	692910	693389	+							EP01_RS03245	480		old_locus_tag=EP01_03310
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	692910	693389	+	WP_011165951.1	WP_011165951.1		hypothetical protein			EP01_RS03245	480	159	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	693402	693827	-							EP01_RS03250	426		old_locus_tag=EP01_03315
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	693402	693827	-	WP_038448752.1	WP_038448752.1		VOC family protein			EP01_RS03250	426	141	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	693933	694451	+							EP01_RS03255	519		old_locus_tag=EP01_03320
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	693933	694451	+	WP_011165953.1	WP_011165953.1		asparaginase domain-containing protein			EP01_RS03255	519	172	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	694567	696321	+							EP01_RS03260	1755		old_locus_tag=EP01_03325
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	694567	696321	+	WP_038448755.1	WP_038448755.1		hypothetical protein			EP01_RS03260	1755	584	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	696318	696980	-							EP01_RS03265	663		old_locus_tag=EP01_03330
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	696318	696980	-	WP_011165955.1	WP_011165955.1		SRPBCC domain-containing protein			EP01_RS03265	663	220	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	696987	697709	-							EP01_RS03270	723		old_locus_tag=EP01_03335
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	696987	697709	-	WP_144313804.1	WP_144313804.1		DUF4097 family beta strand repeat-containing protein			EP01_RS03270	723	240	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	697890	698642	+							EP01_RS03275	753		old_locus_tag=EP01_03340
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	697890	698642	+	WP_038451727.1	WP_038451727.1		ATP-binding cassette domain-containing protein			EP01_RS03275	753	250	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	698642	699442	+							EP01_RS03280	801		old_locus_tag=EP01_03345
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	698642	699442	+	WP_038448758.1	WP_038448758.1		alpha/beta fold hydrolase			EP01_RS03280	801	266	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	699564	699833	+							EP01_RS03285	270		old_locus_tag=EP01_03350
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	699564	699833	+	WP_038448761.1	WP_038448761.1		hypothetical protein			EP01_RS03285	270	89	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	700275	701321	-							EP01_RS03290	1047		old_locus_tag=EP01_03355
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	700275	701321	-	WP_226988083.1	WP_226988083.1		extracellular solute-binding protein			EP01_RS03290	1047	348	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	701351	702229	+							EP01_RS03295	879		old_locus_tag=EP01_03360
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	701351	702229	+	WP_011163910.1	WP_011163910.1		ABC transporter ATP-binding protein			EP01_RS03295	879	292	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	702226	703059	+							EP01_RS03300	834		old_locus_tag=EP01_03365
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	702226	703059	+	WP_011163911.1	WP_011163911.1		ABC transporter permease			EP01_RS03300	834	277	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	703052	703885	+							EP01_RS03305	834		old_locus_tag=EP01_03370
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	703052	703885	+	WP_011163912.1	WP_011163912.1		ABC transporter permease			EP01_RS03305	834	277	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	703854	705110	+							EP01_RS03310	1257		old_locus_tag=EP01_03375
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	703854	705110	+	WP_080701359.1	WP_080701359.1		MFS transporter			EP01_RS03310	1257	418	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	705176	705766	+							EP01_RS03315	591		old_locus_tag=EP01_03380
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	705176	705766	+	WP_038448770.1	WP_038448770.1		RlmE family RNA methyltransferase			EP01_RS03315	591	196	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	705763	706440	+							EP01_RS03320	678		old_locus_tag=EP01_03385
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	705763	706440	+	WP_011163915.1	WP_011163915.1		RNA pseudouridine synthase			EP01_RS03320	678	225	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	706529	707020	+							EP01_RS03325	492		old_locus_tag=EP01_03390
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	706529	707020	+	WP_226988084.1	WP_226988084.1		MarR family transcriptional regulator			EP01_RS03325	492	163	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	707017	707658	-							EP01_RS03330	642		old_locus_tag=EP01_03395
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	707017	707658	-	WP_011163917.1	WP_011163917.1		HD domain-containing protein			EP01_RS03330	642	213	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	707673	708503	-							EP01_RS03335	831		old_locus_tag=EP01_03400
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	707673	708503	-	WP_226988085.1	WP_226988085.1		C1 family peptidase			EP01_RS03335	831	276	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	708777	709520	+							EP01_RS03340	744		old_locus_tag=EP01_03405
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	708777	709520	+	WP_038448780.1	WP_038448780.1		transporter substrate-binding domain-containing protein			EP01_RS03340	744	247	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	709522	709842	-							EP01_RS03345	321		old_locus_tag=EP01_03410
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	709522	709842	-	WP_011163921.1	WP_011163921.1		glyoxalase/bleomycin resistance/dioxygenase family protein			EP01_RS03345	321	106	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	709912	710412	-							EP01_RS03350	501		old_locus_tag=EP01_03415
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	709912	710412	-	WP_011163922.1	WP_011163922.1		thermonuclease family protein			EP01_RS03350	501	166	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	710449	711360	-							EP01_RS03355	912		old_locus_tag=EP01_03420
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	710449	711360	-	WP_011163923.1	WP_011163923.1		S8 family serine peptidase			EP01_RS03355	912	303	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	711537	712646	-							EP01_RS03360	1110		old_locus_tag=EP01_03425
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	711537	712646	-	WP_038448782.1	WP_038448782.1		GGDEF domain-containing protein			EP01_RS03360	1110	369	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	712873	714438	+							EP01_RS03365	1566		old_locus_tag=EP01_03435
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	712873	714438	+	WP_038448785.1	WP_038448785.1		FAD-dependent oxidoreductase			EP01_RS03365	1566	521	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	714478	714930	-							EP01_RS03370	453		old_locus_tag=EP01_03440
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	714478	714930	-	WP_011163927.1	WP_011163927.1		OsmC family protein			EP01_RS03370	453	150	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	715053	716006	+							EP01_RS03375	954		old_locus_tag=EP01_03445
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	715053	716006	+	WP_038448787.1	WP_038448787.1		putative sulfate exporter family transporter			EP01_RS03375	954	317	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	716048	716218	-							EP01_RS18435	171		old_locus_tag=EP01_03450
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	716048	716218	-	WP_011163929.1	WP_011163929.1		DUF1328 domain-containing protein			EP01_RS18435	171	56	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	716211	716420	-							EP01_RS03385	210		old_locus_tag=EP01_03455
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	716211	716420	-	WP_038448790.1	WP_038448790.1		hypothetical protein			EP01_RS03385	210	69	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	716567	717364	-							EP01_RS03390	798		old_locus_tag=EP01_03460
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	716567	717364	-	WP_038448792.1	WP_038448792.1		hypothetical protein			EP01_RS03390	798	265	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	717664	717972	-							EP01_RS03395	309		old_locus_tag=EP01_03470
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	717664	717972	-	WP_011163933.1	WP_011163933.1		hypothetical protein			EP01_RS03395	309	102	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	718102	718614	-							EP01_RS03400	513		old_locus_tag=EP01_03475
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	718102	718614	-	WP_226988086.1	WP_226988086.1		YajG family lipoprotein			EP01_RS03400	513	170	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	718698	721853	-							EP01_RS03405	3156		old_locus_tag=EP01_03480
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	718698	721853	-	WP_038448794.1	WP_038448794.1		S8 family serine peptidase			EP01_RS03405	3156	1051	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	722159	722833	+							EP01_RS03410	675		old_locus_tag=EP01_03485
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	722159	722833	+	WP_038448796.1	WP_038448796.1		hypothetical protein			EP01_RS03410	675	224	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	722881	730530	-							EP01_RS03415	7650		old_locus_tag=EP01_03490
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	722881	730530	-	WP_226988087.1	WP_226988087.1		cell wall anchor protein			EP01_RS03415	7650	2549	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	730897	731889	+							EP01_RS03420	993		old_locus_tag=EP01_03495
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	730897	731889	+	WP_038448800.1	WP_038448800.1		haloacid dehalogenase-like hydrolase			EP01_RS03420	993	330	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	731924	733624	+							EP01_RS03425	1701		old_locus_tag=EP01_03500
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	731924	733624	+	WP_038448803.1	WP_038448803.1		arylsulfatase			EP01_RS03425	1701	566	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	733593	734582	+							EP01_RS03430	990		old_locus_tag=EP01_03505
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	733593	734582	+	WP_038448805.1	WP_038448805.1		formylglycine-generating enzyme family protein			EP01_RS03430	990	329	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	734594	734947	+							EP01_RS03435	354		old_locus_tag=EP01_03510
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	734594	734947	+	WP_038448808.1	WP_038448808.1		DUF1622 domain-containing protein			EP01_RS03435	354	117	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	734937	735404	+							EP01_RS03440	468		old_locus_tag=EP01_03515
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	734937	735404	+	WP_051626270.1	WP_051626270.1		DUF202 domain-containing protein			EP01_RS03440	468	155	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	735412	736044	+							EP01_RS03445	633		old_locus_tag=EP01_03520
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	735412	736044	+	WP_080701361.1	WP_080701361.1		MarC family protein			EP01_RS03445	633	210	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	736062	736892	-							EP01_RS03450	831		old_locus_tag=EP01_03525
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	736062	736892	-	WP_038448813.1	WP_038448813.1		LysR family transcriptional regulator			EP01_RS03450	831	276	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	736981	738027	+							EP01_RS03455	1047		old_locus_tag=EP01_03530
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	736981	738027	+	WP_038448814.1	WP_038448814.1		isocyanide synthase family protein			EP01_RS03455	1047	348	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	738024	738857	+							EP01_RS03460	834		old_locus_tag=EP01_03535
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	738024	738857	+	WP_038448816.1	WP_038448816.1		TauD/TfdA family dioxygenase			EP01_RS03460	834	277	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	738854	740269	+							EP01_RS03465	1416		old_locus_tag=EP01_03540
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	738854	740269	+	WP_038448818.1	WP_038448818.1		FAD-binding protein			EP01_RS03465	1416	471	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	740266	740619	-							EP01_RS03470	354		old_locus_tag=EP01_03545
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	740266	740619	-	WP_038448819.1	WP_038448819.1		ASCH domain-containing protein			EP01_RS03470	354	117	
gene	tRNA	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	740929	741004	-							EP01_RS03475	76		old_locus_tag=EP01_03550
tRNA		GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	740929	741004	-				tRNA-Glu			EP01_RS03475	76		anticodon=TTC
gene	tRNA	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	741033	741108	-							EP01_RS03480	76		old_locus_tag=EP01_03555
tRNA		GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	741033	741108	-				tRNA-Lys			EP01_RS03480	76		anticodon=TTT
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	741262	742560	-							EP01_RS03485	1299		old_locus_tag=EP01_03560
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	741262	742560	-	WP_038448821.1	WP_038448821.1		adenylosuccinate synthase			EP01_RS03485	1299	432	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	742622	743608	-							EP01_RS03490	987		old_locus_tag=EP01_03565
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	742622	743608	-	WP_011163949.1	WP_011163949.1		D-2-hydroxyacid dehydrogenase			EP01_RS03490	987	328	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	743605	744768	-							EP01_RS03495	1164		old_locus_tag=EP01_03570
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	743605	744768	-	WP_038448823.1	WP_038448823.1		alanine--glyoxylate aminotransferase family protein			EP01_RS03495	1164	387	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	744844	745425	+					lptE		EP01_RS03500	582		old_locus_tag=EP01_03575
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	744844	745425	+	WP_015090613.1	WP_015090613.1		LPS assembly lipoprotein LptE	lptE		EP01_RS03500	582	193	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	745441	746451	+					holA		EP01_RS03505	1011		old_locus_tag=EP01_03580
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	745441	746451	+	WP_011163952.1	WP_011163952.1		DNA polymerase III subunit delta	holA		EP01_RS03505	1011	336	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	746520	746888	+							EP01_RS03510	369		old_locus_tag=EP01_03585
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	746520	746888	+	WP_038448825.1	WP_038448825.1		PilZ domain-containing protein			EP01_RS03510	369	122	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	746912	747175	-					rpsT		EP01_RS03515	264		old_locus_tag=EP01_03590
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	746912	747175	-	WP_011163955.1	WP_011163955.1		30S ribosomal protein S20	rpsT		EP01_RS03515	264	87	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	747291	748799	+					murJ		EP01_RS03520	1509		old_locus_tag=EP01_03595
CDS	with_protein	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	747291	748799	+	WP_264358382.1	WP_264358382.1		murein biosynthesis integral membrane protein MurJ	murJ		EP01_RS03520	1509	502	
gene	protein_coding	GCF_000691605.1	Primary Assembly	chromosome		NZ_CP007656.1	748771	750423	-							EP01_RS03525	1653		old_locus_tag=EP01_03600
