assembly	organism	refAccession	refStart	refEnd	refStrand	refDesc	senseMinusThreeAccession	senseMinusThreeStart	senseMinusThreeEnd	senseMinusThreeStrand	senseMinusThreeDesc	senseMinusTwoAccession	senseMinusTwoStart	senseMinusTwoEnd	senseMinusTwoStrand	senseMinusTwoDesc	senseMinusOneAccession	senseMinusOneStart	senseMinusOneEnd	senseMinusOneStrand	senseMinusOneDesc	sensePlusOneAccession	sensePlusOneStart	sensePlusOneEnd	sensePlusOneStrand	sensePlusOneDesc	sensePlusTwoAccession	sensePlusTwoStart	sensePlusTwoEnd	sensePlusTwoStrand	sensePlusTwoDesc	sensePlusThreeAccession	sensePlusThreeStart	sensePlusThreeEnd	sensePlusThreeStrand	sensePlusThreeDesc	antisenseMinusThreeAccession	antisenseMinusThreeStart	antisenseMinusThreeEnd	antisenseMinusThreeStrand	antisenseMinusThreeDesc	antisenseMinusTwoAccession	antisenseMinusTwoStart	antisenseMinusTwoEnd	antisenseMinusTwoStrand	antisenseMinusTwoDesc	antisenseMinusOneAccession	antisenseMinusOneStart	antisenseMinusOneEnd	antisenseMinusOneStrand	antisenseMinusOneDesc	antisensePlusOneAccession	antisensePlusOneStart	antisensePlusOneEnd	antisensePlusOneStrand	antisensePlusOneDesc	antisensePlusTwoAccession	antisensePlusTwoStart	antisensePlusTwoEnd	antisensePlusTwoStrand	antisensePlusTwoDesc	antisensePlusThreeAccession	antisensePlusThreeStart	antisensePlusThreeEnd	antisensePlusThreeStrand	antisensePlusThreeDesc
GCA_000165715.3_ASM16571v3	Rubinisphaera brasiliensis DSM 5305 (planctomycetes)	ADY58078	536192	536845	+	MotA/TolQ/ExbB proton channel	ADY58077	534021	536162	+	prolyl oligopeptidase	ADY58073	529038	529907	+	hypothetical protein	ADY58070	524781	525557	+	histidine biosynthesis protein	ADY58079	537081	540734	+	hypothetical protein	ADY58080	540812	541867	+	hypothetical protein	ADY58081	542135	542992	+	MotA/TolQ/ExbB proton channel	ADY58090	551980	552744	-	Integral membrane protein TerC	ADY58089	550389	550883	-	Keratin high sulfur B2 protein	ADY58087	546840	548549	-	serine/threonine protein kinase	ADY58076	533282	533785	-	iojap-like protein	ADY58075	531531	532979	-	MATE efflux family protein	ADY58074	530055	531158	-	Endonuclease/exonuclease/phosphatase
GCA_000165715.3_ASM16571v3	Rubinisphaera brasiliensis DSM 5305 (planctomycetes)	ADY58081	542135	542992	+	MotA/TolQ/ExbB proton channel	ADY58080	540812	541867	+	hypothetical protein	ADY58079	537081	540734	+	hypothetical protein	ADY58078	536192	536845	+	MotA/TolQ/ExbB proton channel	ADY58082	543097	543573	+	outer membrane transport energization protein ExbD	ADY58083	543643	544143	+	Biopolymer transport protein ExbD/TolR	ADY58084	544183	544764	+	"anthranilate synthase, component II"	ADY58090	551980	552744	-	Integral membrane protein TerC	ADY58089	550389	550883	-	Keratin high sulfur B2 protein	ADY58087	546840	548549	-	serine/threonine protein kinase	ADY58076	533282	533785	-	iojap-like protein	ADY58075	531531	532979	-	MATE efflux family protein	ADY58074	530055	531158	-	Endonuclease/exonuclease/phosphatase
GCA_000165715.3_ASM16571v3	Rubinisphaera brasiliensis DSM 5305 (planctomycetes)	ADY58376	875021	875851	-	MotA/TolQ/ExbB proton channel	ADY58379	880137	880550	-	NusB antitermination factor	ADY58378	879353	880105	-	2-phosphosulfolactate phosphatase	ADY58377	876052	879216	-	Tetratricopeptide TPR_1 repeat-containing protein	ADY58375	874393	874920	-	"Cell wall assembly/cell proliferation coordinating protein, KNR4"	ADY58372	871705	872274	-	UPF0301 protein yqgE	ADY58368	867339	867704	-	hypothetical protein	ADY58374	873221	873958	+	3-oxoacyl-(acyl-carrier-protein) reductase	ADY58373	872618	873088	+	"Cell wall assembly/cell proliferation coordinating protein, KNR4"	ADY58371	870806	871587	+	transposase	ADY58382	882707	882880	+	hypothetical protein	ADY58385	885711	886835	+	hypothetical protein	ADY58389	890282	890869	+	Ankyrin
GCA_000165715.3_ASM16571v3	Rubinisphaera brasiliensis DSM 5305 (planctomycetes)	ADY59818	2618064	2618714	+	hypothetical protein	ADY59817	2617320	2617943	+	methionine biosynthesis protein MetW	ADY59816	2616953	2617051	+	hypothetical protein	ADY59813	2611894	2615448	+	membrane-bound dehydrogenase domain protein	ADY59819	2618770	2619672	+	hypothetical protein	ADY59820	2619867	2620379	+	hypothetical protein	ADY59821	2620400	2621899	+	squalene-associated FAD-dependent desaturase	ADY59830	2634523	2636403	-	hypothetical protein	ADY59825	2626905	2628806	-	Cl- channel voltage-gated family protein	ADY59822	2621926	2623320	-	RNA-metabolising metallo-beta-lactamase	ADY59815	2616597	2616854	-	hypothetical protein	ADY59814	2615621	2616427	-	hypothetical protein	ADY59809	2607893	2608855	-	ATPase associated with various cellular activities AAA_5
GCA_000165715.3_ASM16571v3	Rubinisphaera brasiliensis DSM 5305 (planctomycetes)	ADY60068	2946258	2947034	+	MotA/TolQ/ExbB proton channel	ADY60067	2946018	2946221	+	flagellar FlbD family protein	ADY60066	2944236	2945954	+	fagellar hook-basal body protein	ADY60065	2943578	2944060	+	flagellar hook capping protein	ADY60069	2947168	2947896	+	OmpA/MotB domain protein	ADY60070	2948068	2948616	+	flagellar basal body-associated protein FliL	ADY60071	2948797	2949480	+	flagellar motor switch protein FliN	ADY60081	2959331	2961013	-	glutaminyl-tRNA synthetase	ADY60080	2958471	2959322	-	dTDP-4-dehydrorhamnose reductase	ADY60079	2956425	2958338	-	asparagine synthase (glutamine-hydrolyzing)	ADY60047	2921203	2921979	-	protein of unknown function DUF224 cysteine-rich region domain protein	ADY60046	2920635	2921183	-	hypothetical protein	ADY60041	2916674	2917240	-	"ATP dependent peptidase CodWX, CodW component"
GCA_000165715.3_ASM16571v3	Rubinisphaera brasiliensis DSM 5305 (planctomycetes)	ADY61197	4439603	4440901	-	MotA/TolQ/ExbB proton channel	ADY61200	4444218	4445246	-	NADPH:quinone reductase	ADY61199	4443049	4444140	-	12-oxophytodienoate reductase	ADY61198	4441117	4442919	-	"oligopeptide transporter, OPT superfamily"	ADY61196	4437642	4439552	-	hypothetical protein	ADY61195	4436406	4437584	-	hypothetical protein	ADY61193	4432099	4435293	-	protein of unknown function DUF1549	ADY61194	4435609	4436379	+	"transcriptional regulator, AraC family"	ADY61190	4427389	4428942	+	coagulation factor 5/8 type domain protein	ADY61189	4426644	4426982	+	carbon storage regulator	ADY61204	4448227	4448538	+	hypothetical protein	ADY61205	4448535	4448999	+	CMP/dCMP deaminase zinc-binding protein	ADY61207	4449644	4450684	+	RNA processing exonuclease
GCA_000165715.3_ASM16571v3	Rubinisphaera brasiliensis DSM 5305 (planctomycetes)	ADY61978	5466487	5467203	+	MotA/TolQ/ExbB proton channel	ADY61977	5465618	5466442	+	glutamine cyclotransferase	ADY61976	5464674	5465582	+	TatD-related deoxyribonuclease	ADY61975	5463641	5464444	+	alpha/beta hydrolase fold protein	ADY61979	5467200	5467625	+	Biopolymer transport protein ExbD/TolR	ADY61980	5467641	5468102	+	Biopolymer transport protein ExbD/TolR	ADY61981	5468183	5468968	+	"hydrolase, TatD family"	ADY61984	5474664	5475863	-	hypothetical protein	ADY61983	5471003	5474365	-	SNF2-related protein	ADY61982	5468999	5470702	-	metal dependent phosphohydrolase	ADY61968	5457650	5458150	-	MgtC/SapB transporter	ADY61967	5457041	5457565	-	protein of unknown function DUF421	ADY61966	5456911	5457075	-	hypothetical protein
GCA_000186345.1_ASM18634v1	Isosphaera pallida ATCC 43644 (bacteria)	ADV60824	288093	288833	+	"RNA polymerase, sigma-24 subunit, ECF subfamily"	ADV60791	286707	287909	+	23S rRNA m(2)A-2503 methyltransferase	ADV60788	283478	284488	+	hypothetical protein	ADV60786	280285	280932	+	metal dependent phosphohydrolase	ADV60793	288855	289757	+	phosphoribosyltransferase	ADV60794	289890	290888	+	hydroxymethylbilane synthase	ADV60796	292551	294788	+	hypothetical protein	ADV60798	296128	297177	-	oxidoreductase domain protein	ADV60797	295248	295613	-	hypothetical protein	ADV60795	291043	292218	-	aminotransferase class I and II	ADV60790	285288	286331	-	hypothetical protein	ADV60789	284482	285291	-	ABC transporter related protein	ADV60787	281320	283191	-	hypothetical protein
GCA_000186345.1_ASM18634v1	Isosphaera pallida ATCC 43644 (bacteria)	ADV62354	2528826	2529278	-	hypothetical protein	ADV62325	2531959	2533692	-	"polar amino acid ABC transporter, inner membrane subunit"	ADV62324	2531108	2531854	-	ABC transporter related protein	ADV62323	2529420	2530886	-	NADH:flavin oxidoreductase/NADH oxidase	ADV62319	2524280	2524474	-	hypothetical protein	ADV62318	2522544	2523839	-	PBS lyase HEAT domain protein repeat-containing protein	ADV62317	2520970	2522379	-	amino acid permease-associated region	ADV62321	2527273	2528535	+	hypothetical protein	ADV62320	2524861	2526564	+	serine/threonine protein kinase	ADV62316	2520133	2520897	+	CoA-binding domain protein	ADV62329	2539466	2540392	+	aldo/keto reductase	ADV62330	2540624	2542837	+	carbon starvation protein CstA	ADV62332	2545908	2546123	+	hypothetical protein
GCA_000186345.1_ASM18634v1	Isosphaera pallida ATCC 43644 (bacteria)	ADV63187	3743231	3744544	-	hypothetical protein	ADV63161	3750409	3750561	-	hypothetical protein	ADV63157	3745702	3746973	-	Mammalian cell entry related domain protein	ADV63156	3745096	3745380	-	Anti-sigma-28 factor FlgM family protein	ADV63154	3742554	3743180	-	Dihydrofolate reductase	ADV63150	3735224	3735610	-	"transcriptional regulator, ArsR family"	ADV63149	3734859	3735188	-	hypothetical protein	ADV63153	3740448	3742433	+	transcription termination factor Rho	ADV63152	3739620	3740336	+	dephospho-CoA kinase	ADV63151	3735912	3738566	+	peptidase S45 penicillin amidase	ADV63158	3747930	3748463	+	NusB antitermination factor	ADV63159	3748469	3749431	+	PHP domain protein	ADV63160	3749483	3750412	+	signal recognition particle-docking protein FtsY
GCA_000186345.1_ASM18634v1	Isosphaera pallida ATCC 43644 (bacteria)	ADV63710	4539313	4540434	+	hypothetical protein	ADV63677	4538122	4539225	+	ApbE family lipoprotein	ADV63675	4536939	4537880	+	hypothetical protein	ADV63674	4536010	4536927	+	hypothetical protein	ADV63679	4540666	4542345	+	oxidoreductase domain protein	ADV63680	4542529	4543311	+	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	ADV63681	4543419	4544969	+	protein of unknown function DUF1501	ADV63685	4548130	4549740	-	hypothetical protein	ADV63684	4546567	4547271	-	Methyltransferase type 11	ADV63683	4546229	4546426	-	hypothetical protein	ADV63676	4537844	4538095	-	hypothetical protein	ADV63666	4526809	4527753	-	endonuclease III; DNA-(apurinic or apyrimidinic site) lyase	ADV63664	4524984	4526036	-	aldo/keto reductase
GCA_000186345.1_ASM18634v1	Isosphaera pallida ATCC 43644 (bacteria)	ADV63892	4825794	4826033	-	dual specificity mitogen-activated protein kinase kinase hemipterous MAPKK	ADV63865	4831250	4832914	-	"monosaccharide ABC transporter ATP-binding protein, CUT2 family"	ADV63864	4830145	4831152	-	"monosaccharide ABC transporter membrane protein, CUT2 family"	ADV63863	4829082	4830056	-	acid phosphatase (Class B)	ADV63859	4822782	4825760	-	peptidase M14 carboxypeptidase A	ADV63855	4815103	4818000	-	"ATP-dependent DNA helicase, RecQ family"	ADV63853	4813427	4813972	-	arginine decarboxylase	ADV63858	4821643	4822635	+	hypothetical protein	ADV63857	4819661	4821340	+	DNA photolyase FAD-binding protein	ADV63856	4818413	4819345	+	DNA methylase N-4/N-6 domain protein	ADV63861	4826432	4827466	+	"Sec-independent protein translocase, TatC subunit"	ADV63862	4827479	4829071	+	uroporphyrin-III C-methyltransferase	ADV63869	4836816	4838009	+	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase
GCA_000186385.1_ASM18638v1	Deinococcus maricopensis DSM 21211 (bacteria)	ADV67905	2447934	2448602	+	MotA/TolQ/ExbB proton channel	ADV67900	2443058	2443537	+	Cupin 2 conserved barrel domain protein	ADV67899	2442174	2443004	+	secreted peptidase	ADV67895	2438351	2438674	+	hypothetical protein	ADV67906	2448599	2448997	+	Biopolymer transport protein ExbD/TolR	ADV67907	2449585	2450853	+	hypothetical protein	ADV67908	2450907	2451596	+	hypothetical protein	ADV67915	2456916	2457299	-	protein of unknown function DUF427	ADV67912	2454481	2455020	-	hypothetical protein	ADV67911	2453766	2454446	-	hypothetical protein	ADV67904	2446903	2447661	-	FeS assembly ATPase SufC	ADV67903	2446527	2446895	-	hypothetical protein	ADV67902	2445111	2446514	-	FeS assembly protein SufB
GCA_000191145.1_ASM19114v1	Acinetobacter pittii PHEA-2 (g-proteobacteria)	ADY81529	994000	994635	+	hypothetical protein	ADY81528	993071	993949	+	chromosome partitioning protein	ADY81527	992292	993074	+	chromosome partitioning protein	ADY81526	991638	992270	+	glucose-inhibited division protein B (methyltransferase)	ADY81530	994639	995079	+	possible biopolymer transport protein ExbD/TolR	ADY81531	995076	996803	+	lipid transport protein	ADY81532	996857	997816	+	tetraacyldisaccharide 4'-kinase (lipid A 4'-kinase)	ADY81558	1019960	1020373	-	biopolymer transport ExbD protein	ADY81553	1012896	1014443	-	putative flavin-binding monooxygenase	ADY81552	1011947	1012849	-	hypothetical protein	ADY81523	987286	989727	-	organic solvent tolerance protein precursor	ADY81522	985976	987286	-	peptidyl-prolyl cis-trans isomerase	ADY81518	982619	983002	-	hypothetical protein
GCA_000191145.1_ASM19114v1	Acinetobacter pittii PHEA-2 (g-proteobacteria)	ADY81763	1237086	1237820	+	putative biopolymer transport protein (ExbB-like)	ADY81762	1236234	1237061	+	putative TonB-like protein	ADY81761	1234922	1236043	+	putative FMNH2-dependent monooxygenase (methane/alcane sulfonate)	ADY81753	1228522	1229598	+	sigma-54 dependent transcriptional regulator/response regulator	ADY81764	1237820	1238224	+	putative biopolymer transport protein (ExbD-like)	ADY81766	1240156	1242759	+	TonB-dependent receptor	ADY81767	1243012	1243143	+	hypothetical protein	ADY81782	1261999	1263663	-	arylsulfatase (aryl-sulfate sulfohydrolase)	ADY81781	1259297	1261786	-	TonB-dependent receptor	ADY81765	1238287	1239870	-	"putative oligopeptide binding protein (ABC superfamily, peri_bind)"	ADY81760	1233534	1234607	-	sulfonate/nitrate/taurine transport system substrate-binding protein	ADY81759	1232691	1233530	-	sulfate ester transport system permease protein	ADY81758	1231903	1232691	-	sulfonate/nitrate/taurine transport system permease protein
GCA_000191145.1_ASM19114v1	Acinetobacter pittii PHEA-2 (g-proteobacteria)	ADY81773	1250308	1250997	+	putative biopolymer transport protein (ExbB-like)	ADY81772	1249383	1250225	+	putative TonB-like protein	ADY81771	1248555	1249370	+	"sulfate ester transporter (ABC superfamily, ATP_bind)"	ADY81770	1247100	1248545	+	"sulfate ester permease protein (ABC superfamily, membrane)"	ADY81774	1250997	1251404	+	putative biopolymer transport protein (ExbD-like)	ADY81775	1251561	1252358	+	cyclic nucleotide-binding:bacterial regulatory protein	ADY81776	1252478	1253386	+	putative alkylsulfatase	ADY81783	1263781	1264602	-	transcriptional regulator with cyclic nucleotide-binding domain	ADY81782	1261999	1263663	-	arylsulfatase (aryl-sulfate sulfohydrolase)	ADY81781	1259297	1261786	-	TonB-dependent receptor	ADY81765	1238287	1239870	-	"putative oligopeptide binding protein (ABC superfamily, peri_bind)"	ADY81760	1233534	1234607	-	sulfonate/nitrate/taurine transport system substrate-binding protein	ADY81759	1232691	1233530	-	sulfate ester transport system permease protein
GCA_000195335.1_ASM19533v1	Marinithermus hydrothermalis DSM 14884 (bacteria)	AEB12216	1496632	1497255	-	MotA/TolQ/ExbB proton channel	AEB12224	1504777	1507317	-	DNA mismatch repair protein mutS	AEB12223	1503146	1504780	-	DNA mismatch repair protein mutL	AEB12220	1499798	1501033	-	peptidase S1 and S6 chymotrypsin/Hap	AEB12215	1496262	1496654	-	Biopolymer transport protein ExbD/TolR	AEB12214	1494241	1496265	-	hypothetical protein	AEB12209	1489682	1490446	-	"ABC-type transporter, periplasmic subunit family 3"	AEB12213	1493226	1494194	+	"fructose-1,6-bisphosphatase, class II"	AEB12212	1492552	1493172	+	Phosphoribosyl-ATP pyrophosphatase	AEB12211	1491785	1492555	+	Imidazole glycerol phosphate synthase subunit hisF	AEB12217	1497335	1497772	+	hypothetical protein	AEB12218	1497797	1498921	+	putative menaquinone biosynthesis protein	AEB12219	1498924	1499736	+	protein of unknown function DUF178
GCA_000196095.1_ASM19609v1	Vibrio parahaemolyticus RIMD 2210633 (g-proteobacteria)	BAC58952	338337	339428	-	3-isopropylmalate dehydrogenase	BAC61692	341424	342083	-	conserved hypothetical protein	BAC58608	339511	341058	-	2-isopropylmalate synthase	BAC61689	338584	338907	-	hypothetical protein	BAC58606	336831	338246	-	"3-isopropylmalate dehydratase, large subunit"	BAC58605	336217	336819	-	"3-isopropylmalate dehydratase, small subunit"	BAC58604	335302	336084	-	conserved hypothetical protein	BAC61688	338323	338589	+	hypothetical protein	BAC61687	334826	337984	+	putative multidrug resistance protein	BAC58603	334337	335191	+	DnaJ-related protein	BAC61690	339173	340576	+	hypothetical protein	BAC61691	340576	341394	+	hypothetical protein	BAC58609	341008	341247	+	hypothetical protein
GCA_000196095.1_ASM19609v1	Vibrio parahaemolyticus RIMD 2210633 (g-proteobacteria)	BAC59320	539087	539878	+	conserved hypothetical protein	BAC61877	537313	537735	+	putative acetyltransferase	BAC58784	536834	539080	+	phosphoenolpyruvate-protein phosphotransferase	BAC61875	536601	537233	+	conserved hypothetical protein	BAC61879	539864	541027	+	"cytochrome c oxidase, subunit II"	BAC58786	539967	540788	+	prolipoprotein diacylglyceryl transferase	BAC58787	540798	541649	+	thymidylate synthase	BAC61883	544166	544507	-	hypothetical protein	BAC58789	543172	544320	-	NptA protein	BAC58788	541722	542879	-	hypothetical protein	BAC61878	537839	539533	-	putative phosphomannomutase	BAC61876	537245	537382	-	hypothetical protein	BAC58782	536048	536155	-	hypothetical protein
GCA_000196095.1_ASM19609v1	Vibrio parahaemolyticus RIMD 2210633 (g-proteobacteria)	BAC61768	1872765	1874816	-	hypothetical protein	BAC63095	1875893	1877110	-	ParA family protein	BAC63094	1874911	1875885	-	ParB family protein	BAC60021	1874881	1875270	-	galactoside O-acetyltransferase	BAC63092	1870659	1872338	-	conserved hypothetical protein	BAC63090	1868943	1869854	-	"putative transcriptional regulator, LysR family"	BAC63089	1868240	1868905	-	hypothetical protein	BAC60018	1870069	1873224	+	putative histidine kinase	BAC63091	1869943	1870602	+	chloramphenicol acetyltransferase	BAC60017	1867735	1869894	+	hypothetical protein	BAC60019	1873236	1873715	+	hypothetical protein	BAC60020	1873678	1874805	+	hypothetical protein	BAC60022	1875303	1875524	+	hypothetical protein
GCA_000196095.1_ASM19609v1	Vibrio parahaemolyticus RIMD 2210633 (g-proteobacteria)	BAC62899	3055385	3056380	+	NifR3/Smm1 family protein	BAC61146	3054385	3055272	+	ribosomal protein L11 methyltransferase	BAC61144	3052911	3054254	+	"acetyl-CoA carboxylase, biotin carboxylase"	BAC61143	3052438	3052896	+	"acetyl-CoA carboxylase, biotin carboxyl carrier protein"	BAC61148	3056404	3056700	+	factor-for-inversion stimulation protein	BAC61151	3059835	3061025	+	putative sensory box/GGDEF family protein	BAC61155	3077821	3078189	+	hypothetical protein	BAC61152	3061178	3061390	-	hypothetical protein	BAC61150	3057982	3059547	-	"putative ABC transporter, ATP-binding protein"	BAC61149	3056828	3057985	-	putative MFS transporter	BAC61145	3054269	3054367	-	hypothetical protein	BAC61138	3045523	3046713	-	putative transport permease protein	BAC61137	3041970	3045401	-	sensor histidine kinase
GCA_000196115.1_ASM19611v1	Rhodopirellula baltica SH 1 (bacteria)	CAD71788	456326	457825	-	probable biopolymer transport protein	CAD71796	462534	463841	-	conserved hypothetical protein	CAD71793	460429	460731	-	hypothetical protein	CAD71790	457928	458119	-	hypothetical protein	CAD71787	454221	456329	-	hypothetical protein-signal peptide and transmembrane prediction	CAD71786	453154	454224	-	hypothetical protein-transmembrane prediction	CAD71784	451843	452154	-	hypothetical protein	CAD71785	452224	453138	+	L-lactate/malate dehydrogenase	CAD71783	450001	451803	+	hypothetical protein-signal peptide prediction	CAD71782	445096	449727	+	probable surface-associated protein cshA precursor	CAD71789	457775	457945	+	hypothetical protein	CAD71791	458119	458598	+	hypothetical protein-transmembrane prediction	CAD71792	458731	460359	+	conserved hypothetical protein
GCA_000196115.1_ASM19611v1	Rhodopirellula baltica SH 1 (bacteria)	CAD71937	597714	598769	-	probable biopolymer transport ExbB-related protein	CAD71940	602343	602987	-	hypothetical protein	CAD71939	600826	602079	-	pleiotropic regulatory protein	CAD71938	598766	600994	-	hypothetical protein-transmembrane prediction	CAD71936	597316	597714	-	probable biopolymer transport ExbD protein	CAD71935	595387	597297	-	similar to squalene-hopene cyclase	CAD71927	588871	588984	-	hypothetical protein	CAD71934	593491	595290	+	hypothetical protein-transmembrane prediction	CAD71933	593310	593525	+	hypothetical protein	CAD71932	592727	593200	+	hypothetical protein-transmembrane prediction	CAD71941	603031	603498	+	hypothetical protein-signal peptide and transmembrane prediction	CAD71944	603998	604384	+	hypothetical protein	CAD71945	604378	604656	+	hypothetical protein
GCA_000196115.1_ASM19611v1	Rhodopirellula baltica SH 1 (bacteria)	CAD73493	2034427	2035200	+	probable tolQ protein	CAD73490	2033789	2034310	+	hypothetical protein	CAD73484	2026982	2031835	+	hypothetical protein-signal peptide and transmembrane prediction	CAD73480	2020731	2023433	+	collagenase	CAD73494	2035200	2035637	+	hypothetical protein-transmembrane prediction	CAD73495	2035580	2036125	+	hypothetical protein-transmembrane prediction	CAD73497	2036289	2037023	+	anthranilate synthase component II	CAD73505	2044634	2046217	-	putative large multi-functional protein	CAD73500	2038563	2039096	-	spoU rRNA Methylase family	CAD73496	2036074	2036241	-	hypothetical protein	CAD73492	2034253	2034417	-	hypothetical protein	CAD73491	2034243	2034407	-	hypothetical protein	CAD73489	2033554	2033811	-	hypothetical protein
